SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss
2099,SOEERUL12A8C144976,757780,Del And The Boys,AR7KA5V1187FB44E6,The Del McCoury Band,188.49914,0,0.857,170.079,1,0,Gone But Not Forgotten,0,0.619305881
2100,SOZLLLT12A3F1EA275,47639,Business As Usual,ARSQDUN1187B98D7D7,EPMD,159.26812,6,0.543,173.423,4,0.918,Mr. Bozack,1990,0.476248227
2101,SORPIQW12AB0179EA1,620764,Traditional Music Of Ireland,ARB06Z71187B99049A,Seamus Egan,277.18485,2,0.7,61.82,1,0,"bMcDermotts Fancy / Swans Among The Rushes / Chicago / The Swallows Nest - (jig)""""",0,0.192856346
2102,SOEARAY12A8C139C21,94166,Good Times - A Collection,ARSPQ0H1187B999944,Eric Burdon,271.64689,6,0.282,148.142,4,0,Hook Of Holland,0,0.407233015
2103,SOKYYGN12A58A7C856,466884,Freedom Of Expression,ARBYBBY11F4C8458A8,Faking David,196.54485,2,0.654,107.303,4,0.933,Sex Will Sell,0,0
2104,SORIAMF12A8C14058D,240016,Into the Oh,AR26XQ61187FB36CF3,Geggy Tah,231.54893,8,0.17,103.046,4,0.884,Special Someone,2001,0
2105,SOPTEDP12A8C139E74,264782,"bThe Dungeonmasters Guide""""",AR035N21187FB3938E,BT,253.07383,10,0.255,136.897,3,1,Knowledge Of Self (Evol Intent Remix),2004,0.578274893
2106,SOHKHWK12A8C134B2C,87904,Soul Donkey,ARBAUDK1187FB3BD7F,Sugarman Three,200.35873,5,0.851,135.525,4,0.554,"bMulin Around""""",0,0.447135796
2107,SONIQTE12A58A7A189,106254,Mindy McCready,ARZL6CE1187FB3F264,Mindy McCready,231.33995,9,0.4,88.942,4,0.835,Be With Me,2002,0
2108,SORRBCN12AB017DC63,386501,Silverlined,ARIRBO11187FB4B219,Donna The Buffalo,231.73179,5,0.088,130.545,4,0.64,Garden Of Eden,0,0.304169503
2109,SONNWOE12A6D4F8272,24765,10 Aniversario,ARMT23H1187B995083,Emilio,165.27628,10,0.511,198.118,1,0,Hoy,0,0
2110,SOZGUKP12AB018A2E2,515081,Germicide,AR8W8DN1187FB35ED0,The Germs,82.9122,9,0.552,64.259,1,0.5,Intro,0,0.299877488
2111,SOGWECM12AAF3B477E,771319,The Triumph,ARPINYO12454A2E4A,Deathstar,122.56608,6,0.392,142.253,4,0.533,Represent,0,0.247715462
2112,SOVQQYE12AB0183BD8,509686,Vinyl Replica: El Milagro Argentino,ART6QCS1187FB40CBD,Los Aut\xc3\xa9nticos Decadentes,199.8624,7,0.033,121.834,4,0.252,No S\xc3\xa9  Lo Que Hacer,0,0
2113,SOLCWWS12AB0188F42,708849,Ylem,ARB4ZRM1187B993147,Dark Fortress,336.16934,3,0,127.817,4,1,Evenfall,2010,0.754404411
2114,SOKRBIR12A8C12FF4,238767,Soft Place To Fall,ARQ6DNW1187FB4DF1D,Deborah Coleman,209.44934,5,0.652,127.122,4,0.89,Confused,2000,0.334706549
2115,SOFOYJY12A679D30E3,15931,On The Boards,ARPH0O91187B99706D,Taste,362.03057,9,0.44,161.529,1,0,On The Boards,1970,0.698708462
2116,SOXBXWO12AF72A719A,764874,Pressure Drop: The Definitive Collection,ARANIJI11F4C83EFD2,Toots & The Maytals,125.88363,5,0.673,115.75,4,1,She Will Never Let Me Down,1998,0.460963161
2117,SOXAXWG12A81C20D97,132769,Street Tough,ARISHTQ1187FB3E6F0,Ben E. King,339.66975,4,0.393,208.338,4,0.745,You Made The Difference To My Life (LP Version),0,0
2118,SOUKYBX12AF72AB35E,514111,Everlasting Love,AR2O3B51187B98CD94,Cece Winans,248.99873,0,0.282,124.332,4,0.428,Life,1998,0.349166902
2119,SOVJUCU12A8C138B3E,208882,Goodbye My Heart - Country,ARN6EWN1187B9A4600,Jimmy Wyble,181.96853,8,0.424,80.016,7,0.494,No More Blues,2005,0.266955186
2120,SOHSILH12A58A7CA6,152528,West Coast Diaries Vol.1-cass.,ARUUXNF1187B98FB36,Charlie Peacock,202.34404,4,0.1,118.155,4,1,Hot Night Downtown,1988,0.288481643
2121,SOMBKBP12AC468D7E2,599298,Butthole Surfers  + PCPpep,ARPQ4Z01187FB3A736,Butthole Surfers,165.38077,9,0.916,108.251,1,0,Wichita Cathedral [live],0,0.494489518
2122,SOSMJQM12AC4686FC7,605532,"bIkebana : Merzbows Amlux Rebuilt_ Reused and Recycled""""",ARROUEA1187FB4AA0F,Atom,331.88526,6,0.014,108.069,3,1,Merzwaltz,0,0
2123,SOOGMHS12AB017D84A,620938,"bScreamin and Hollerin The Blues""""",ARZMWNY1187B99EBF1,Paul Geremia,204.56444,0,0.907,116.318,1,0,Tootie Blues,2004,0.319565987
2124,SOLTKCF12AB018600D,511959,San Cipriano,ARE73DO1187B9B9DDE,Los Brujos,36.54485,3,0,148.748,4,0.431,Si Yo Tuviera,0,0.215080319
2125,SOAJEOO12A8C13A2FF,154404,Carlos Ponce,ARB5S4L1187FB4AD20,Carlos Ponce,269.97506,1,0.378,84.631,5,0.899,Decir Adios,1999,0.371458477
2126,SOOCRIF12AB0181137,342581,Knowledge Is King,ARH0Z131187B9B69E9,Kool Moe Dee,219.76771,5,0.853,107.905,4,0.967,Knowledge Is King,1989,0.386790177
2127,SOPJHMG12A6D4FA978,59803,Album 95,ARCZ20M1187FB49687,Tony Joe White,252.1073,2,0.041,136.621,4,0,Menutha,1999,0.334706549
2128,SOIYXSW12A8AE4885,135012,One Wintry Night,ARR6CVD1187FB3F2BF,David Phelps,277.21098,0,0.715,83.594,4,0.779,One King (Album Version),0,0
2129,SOENUOD12AB0188E35,755973,The Lakeshore,ARRP4SJ11C8A414CFA,From Dying Skies,222.58893,9,0.366,87.539,4,0.58,Expeditions,0,0.471972854
2130,SOIFKVI12A8C131696,237975,Por Siempre,ARSFVDS1187B990F14,Tranzas,184.21506,1,0.283,75.826,7,0.876,Un nuevo amor (version salsa),2000,0.469676965
2131,SOVMCUJ12A6D4F778E,24441,20 Favorites,ARHT0B11187B993CB3,Eddy Raven,215.40526,0,0.876,158.832,4,0.963,Like A Hurricane,0,0
2132,SOITFJA12AB01824A9,534612,What Does It All Mean? - 1983-2006 Retrospective,ARQ30G91187B9B8C12,Steinski,52.4273,8,0.505,110.048,4,0.114,Silent Partner (Peace Out),2003,0.355285536
2133,SOAESFB12A8C13573F,285187,The Time Machine,ARSL3N21187B98DFC5,Klaus Badelt,275.19955,2,0.039,121.667,5,0.454,Time Travel,2002,0.425124658
2134,SOCKRCU12A8C143B0C,430805,Rum & Coke,ARXK4YK1187FB4D0C4,Dub Pistols feat. TK,264.82893,10,0.631,100.019,4,0.48,Revitalise,2009,0.524822258
2135,SONBAWZ12A8C135A8,287067,A Jazzy Wonderland,AR62YZW1187B9A22D7,Fred Simon,228.70159,3,0.549,70.891,1,0,The Christmas Song (Chestnuts Roasting On An Open Fire),0,0.602434856
2136,SOCWGLQ12A8C13D14A,119880,Conviction,ARJ8PZJ1187B99314F,Aiden,258.82077,5,0.42,143.021,4,0.637,She Will Love You (Album Version),2007,0.713217692
2137,SOJELTQ12A8C1301E2,265249,Dark Passion Play,AR74Q3R1187B9B24C3,Nightwish,834.66404,7,0.671,96.711,4,0.815,The Poet And The Pendulum,2007,0.717851349
2138,SOYBZCP12AB018042D,602410,Dances_ Prayers_ & Meditations For Peace,ARXJSHW1187B9A2A52,Nestor Torres,249.44281,10,0.846,93.975,4,0.052,Peace With Myself,0,0.503381236
2139,SOAEEXM12A8C13D6E3,266849,London Zoo,AR040M31187B98CA41,The Bug Featuring Spaceape,327.99302,2,0.5,96.02,5,0.81,Fuckaz,2008,0.586776932
2140,SOCWFBD12AB018BB72,602481,Sensual,ARD4NPT1187FB36EE9,Roberto Perera,224.93995,7,0.081,129.988,4,0.599,A Puro Dolor,0,0
2141,SOBAJTX12A8C13175F,240566,Brazilian Sunset,AR1N6N61187FB4E25E,Mongo Santamaria,235.49342,0,0.479,129.871,3,1,Soca Mi Nice,0,0
2142,SOUAMVI12A58A7A7D7,199593,Introducing&,AR36F9J1187FB406F1,Bombay Rockers,212.71465,8,0.577,109.984,4,0,Rock Tha Party,2004,0.379523324
2143,SOJGADT12A81C22EA,465292,Concept Of Life,ARVUN5F1187FB4CCC7,Beenie Man,213.10649,8,0.383,98.028,4,1,Politrix,2006,0.215080319
2144,SOKTJKI12A8C143254,372523,Talento De Barrio,ARBNXYA1187FB51C50,Daddy Yankee,239.882,4,0.594,195.985,4,0.971,Llamado De Emergencia,2008,0.774816244
2145,SOYFDYC12A6D4F921D,42205,Squirrel And G-Man Twenty Four Hour Party People Plastic Face Carnt Smile,ARPATQ21187B9ACAFC,Happy Mondays,156.682,11,0.037,129.282,1,0,Olive Oil,1987,0.504034341
2146,SOXNPFT12AB01859DA,665484,Suburban Empire,ARA0YAE1187B9B1D16,John Brown,107.49342,6,0.905,108.176,4,1,"bShes On That Revivalism""""",0,0
2147,SOOXMZO12A58A7D62F,230403,Reha,AREZBYP122C86758CC,Rusted Shut,296.80281,8,0.667,102.072,7,0.786,Borin Fuckin Town,0,0.270775999
2148,SOORKFA12AB01838BF,443355,Aux,AR1DC0611A348EFB30,Statues,130.35057,11,0.075,155.958,4,0.289,Telecommunication,0,0
2149,SOIOAIN12A58A7A9A5,623488,Raditude,AR633SY1187B9AC3B9,Weezer,228.44036,8,0.519,122.852,4,1,"bI Dont Want To Let You Go""""",2009,0.75626739
2150,SOTLZBK12A6D4F7E63,27667,Here Come the Lords,ARTE2FL1187FB51337,Lords Of The Underground,264.69832,11,0.53,99.058,4,1,Check It (Explicit),1993,0.287418485
2151,SOECLAD12AAF3B120A,483633,Room For Squares,ARZENOX1187B98A645,John Mayer,321.09669,9,0.605,126.711,3,1,"bSt. Patricks Day""""",0,0.769132177
2152,SOHUMGO12A58A7C8F5,31199,WHAT THE WORLD NEEDS NOW IS BURT,ARODFDS1187FB57348,Sergio Mendes,152.29342,4,0.645,130.892,4,0.336,"bDont Go Breaking My Heart (LP Version)""""",0,0.330234683
2153,SONRULN12A8C1404A0,221256,Los Homerun-es,ARBNXYA1187FB51C50,Daddy Yankee,181.34159,1,0.055,97.982,4,1,Baila Girl_ Todo Hombre Llorando Por Ti,2003,0.301681757
2154,SODLTPJ12A67ADB230,69294,El Greco,ARMPRI31187FB4F7D9,Vangelis,408.00608,7,0.55,62.216,1,0.487,El Greco: Movement III,1998,0.427446571
2155,SOUZLIE12AB0186874,457879,Bone To Pick,ARSF4161187B9B449F,The Gone Jackals,220.49914,0,0.603,99.593,4,1,Drop The Hammer,1995,0.624536049
2156,SOZLEZA12A58A7EE61,152528,West Coast Diaries Vol.1-cass.,ARUUXNF1187B98FB36,Charlie Peacock,180.13995,0,0.541,130.441,4,0.907,Tears Falling Down,1988,0
2157,SOABFQI12A58A7D162,512792,Blank Generation,AR9B5JX1187FB55D84,Richard Hell & The Voidoids,494.10567,7,0.459,123.182,4,0.369,Another World (Album Version),1977,0.694308688
2158,SOTDFAQ12A6D4FB3E1,46457,Eastmountainsouth,AR5OQSV1187B9953AF,Eastmountainsouth,225.61914,6,0.08,125.986,4,0.281,Hard Times,2003,0.733990879
2159,SOZAPQT12A8C142821,311865,Because Of The Times,ARF2EHS1187B994F4E,Kings Of Leon,181.13261,11,0.032,102.066,4,0.783,Ragoo,2007,0.746160913
2160,SOALKSA12A8C140F94,312392,"bHeres To The Losers""""",AR80OOA1187B98E726,Love Jones,182.72608,0,0,87.799,4,0.553,I Like Young Girls,1993,0.212045405
2161,SOUCHOR12A58A81155,19114,Fireflies,ARVNGA71187FB3C107,Faith Hill,246.09914,0,0.621,119.06,4,1,I Want You (Album Version),2005,0.454192988
2162,SOIBGHG12A6D4F7514,38873,No te apartes de mi,ARNNHLN1187FB42912,Yahir,245.34159,9,0.261,104,4,0.627,No Te Apartes De Mi,0,0.513189736
2163,SOPBSOW12AB01851A8,345404,The Very Best of Capleton Gold,ARNZPLV1187FB3DF5D,Capleton,217.86077,11,0.485,97.997,4,1,Bumbo Red,0,0
2164,SOMGPML12A8C13AE8C,214092,Antidotes,ARVXV1J1187FB5BF88,Foals,315.27138,9,0.618,156.917,5,1,Red Socks Pugie,2008,0.728377177
2165,SOJJVKE12A8C139252,153026,Audio Adrenaline,ARGEZ5E1187FB56F38,Audio Adrenaline,219.11465,9,0.397,101.241,5,1,My God  (Audio Adrenaline Album Version),1992,0
2166,SOASPIG12A6D4F7422,19893,Vana-Va-Ndota,ARFK45R1187B989AA7,Ghorwane,298.84036,2,0.627,187.46,3,0.189,Nudez,0,0
2167,SOCFAPK12AB018A10D,651082,Cajun Jay,ARBEZ581187B9A4B4,Jay Randall,222.24934,9,0.36,65.64,4,0,Mathilda,0,0.210588544
2168,SOOETML12A6D4F7704,19604,Welcome To The Wild Country,AR2J2WF1187FB46271,Francis Dunnery,216.37179,9,0.711,101.526,3,1,The Possibilities of Loving You,1991,0.233847005
2169,SOMILKP12A8C1443E9,611966,Lost Treasures: Rare And Unreleased,ARJUNZD1187B9A5DAE,Herb Alpert And The Tijuana Brass,176.66567,5,0.512,124.893,4,0.3,Lazy Day,0,0
2170,SOHOSEI12AB018998F,563663,Hotel St Tropez - La Suite Deluxe,AR9S8551187FB3EA81,Trentemoller,368.74404,7,0.063,124.985,4,0.254,In Progress (Original Mix),2009,0.577888778
2171,SOWKQWU12A6D4F8937,29250,12 Best Loved Songs,ARLZ3CF1187B98BD56,Daryl Coley,321.01832,1,0.262,124.709,3,1,He That Dwelleth (Psalm 91) (In My Dreams Album Version),0,0.265861049
2172,SOFOGUH12A8C1449BD,613205,Friends Of Fahey Tribute,AR1XVTM1187B996D57,John Doan,274.99057,5,0,82.856,3,0.816,In John Fahey There Is No East or West (feat. John Doan),0,0.537317923
2173,SOSNTPX12A8C137371,155097,Vafalungo,AR0693R1187FB59D32,Dusminguet,168.69832,0,0.733,152.168,1,0,Disco Jonki,1998,0.368413733
2174,SOHCZTI12A8C139141,209913,Best of 1991-2001 Hidden Harvest,AR82GTS1187FB5662F,Mary Black,235.04934,2,0.192,117.507,4,0.864,Say A Little Prayer,0,0.588922168
2175,SOZSHWZ12A8C1452B5,318996,The Keys,ARKSLFG1187B99DADD,The Keys,143.01995,9,0.868,182.756,5,0.919,From Tense To Loose To Slack,0,0
2176,SOOXLKF12A6D4F594A,81735,Songs About Jane,ARF5M7Q1187FB501E8,Maroon 5,173.66159,1,0.65,149.917,4,0.791,Harder To Breathe,2002,0.979837196
2177,SOQJLFV12AB01897C7,656041,Calm Before the Storm,ARGXIE31187FB55B48,Tech N9ne,354.7424,2,0.612,167.984,4,0.335,Soldiers At War feat. Kon Juan_ Big Scoob_ Short Nutty_ L.V.,0,0.345802234
2178,SOBWEEH12A58A7D3EC,607057,Cold Shot!,ARB5U6G1187B9A994C,Johnny Otis Show,164.8322,0,0.096,94.085,4,1,You Better Look Out,0,0
2179,SORUTNO12A8C13D2F5,258482,"bIm The Fat Man""""",AR5NDDL1187B9A4ED,Big John Greer,155.45424,7,0.298,87.635,4,0.078,"bBig Johns A-Blowin""""",0,0
2180,SOQQDOT12A8C13BB64,166696,Papi Chulo,ARKD9S41187B997CA6,Lorna,329.53424,6,0.289,110.17,4,1,Papi Chulo (Extended Mix),0,0.262308997
2181,SOJSKKY12A8C134B10,291359,Safari Croisi\xc3\xa8re,AREHMUC1187B98B91,Java,190.69342,7,0.542,89.689,4,0.609,Cendrier,0,0.506905064
2182,SOHYCFT12AB0189B7F,715497,F\xc3\xa4rger,AR4W2E01187FB416AC,Saga,243.61751,2,0.394,74.811,1,0.678,Thank You,0,0
2183,SOWIBYR12AB017EB19,540802,Voyagers,AREJ5K11187B993F5F,R. Carlos Nakai,177.31873,7,0.396,102.02,3,0.434,Voyagers - Improvisation 12,0,0.23644415
2184,SOSRWME12A6D4FB7DE,226927,Believe It!,AR1IY3B1187B98B384,Joanna Connor,238.39302,7,0.658,106.719,3,0.438,Playing In The Dirt,0,0.265861049
2185,SOLXXRJ12A6D4F7260,29744,20/20,AR0CANF1187B9AF35F,Dilated Peoples Featuring Capleton,311.06567,2,0.126,158.327,4,1,Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton),2006,0.540009277
2186,SOMNYPH12AB017F456,590900,Eclipse,AREHCPX1187FB3C859,Walter Ego,535.45751,10,0.792,124.136,1,0.928,Purple Pygmies,1998,0.528534452
2187,SOAMOSF12A8C13DCBC,255683,Drive,ARFRKCM1187B99A041,Jamie Richards,244.29669,2,0.374,117.993,4,0.388,Any Way You Want Me To,0,0.413739836
2188,SOAAAQN12AB01856D3,346208,20 A\xc3\xb1os,ARAMIDF1187FB3D8D4,Alejandro Lerner,153.36444,4,0.247,120.051,4,0.985,Campeones De La Vida,0,0.427446571
2189,SOUROWU12A6D4F8EA6,57363,Aquarela Do Brasil,ARC0MTS1187FB44C21,Toots Thielemans,119.71873,2,0.666,218.681,4,0.97,Five For Ellis,0,0
2190,SOMNZVI12AB0186A1,726646,Voyages,ARHTV1S1187FB547F8,Marc Perrone,64.1824,0,0.574,63.295,7,0,Padam padam,0,0
2191,SOXNVHD12A8C13CD75,218508,25 Years/25 Songs,AR82GTS1187FB5662F,Mary Black,310.20363,2,0.035,42.75,4,0,Sweet Love,0,0.334706549
2192,SOFOHYX12A6D4F814D,25407,Todos Mis Exitos Vol. 2,AROF4LP1187FB41C51,Selena,232.80281,10,0.828,85.772,7,0.547,Tu Robaste Mi Corazon,0,0.345802234
2193,SOKMGFN12AB0180B99,490904,Full Circle,ARVSQHB1187B992FF0,Drowning Pool,248.78975,11,0.237,166.064,4,0.858,Reborn (Explicit),2007,0
2194,SOVCDEV12A6D4FCD04,126786,Ryan Dan,ARC4HSQ1187FB55940,RyanDan,255.76444,8,0.708,142.196,4,0,Wind Beneath My Wings,2007,0.710631125
2195,SOCQLKZ12AB0183796,461073,Knives,ARJ8PZJ1187B99314F,Aiden,759.09179,2,0.548,0,0,0,Black Market Hell,2009,0.693947934
2196,SOYXJBB12AB017D968,448373,500,ARQDYV0119B866800F,Gertrudis,263.47057,4,0.824,228.461,7,0.845,Oye,2005,0.435179324
2197,SODOYEJ12A8C136B43,154488,Babies Go Sting,ARY1P2B1187B9B78F5,Mariano Yanani,180.71465,8,0.758,80.008,4,0,Why Should I Cry For You,2005,0
2198,SOWDITP12A58A777CF,505145,Loose Change,ARILU7Z1187B999204,The Gaskets,232.69832,5,0.36,83.942,4,0.815,Deportees,0,0
2199,SOYGYUY12AB0184DDC,467076,Leroy Hutson Selected Hits Vol. 2,ARVML4B1187FB52324,Leroy Hutson,281.25995,7,0.464,169.714,4,0.329,"bIts Different - Original""""",0,0
2200,SOINAZQ12A8C142AF5,656864,"bDont Mess With Mr T""""",AR7PPJV1187FB397CC,James Taylor Quartet,188.94322,1,0.875,58.135,4,0.913,"bCleos Mood""""",2007,0.427446571
2201,SOGPESA12AB0180D65,344897,Bang! Bang!,AR1K7TQ11C8A414EC8,The Knux,200.25424,1,0.014,140.119,4,0.582,Bang! Bang!,2008,0.576860141
2202,SOMPGSD12A58A7F840,128139,The Anatomy Of,AR7GUNF1187B990CCF,Between The Buried And Me,295.28771,4,0.772,89.485,4,0.801,Kickstart My Heart (Album Version),2006,0.769201429
2203,SOIHEVW12A8C13D051,218869,Life is a Stage,AR78ZID1187B9B31ED,Mikey Dread,201.9522,7,0.953,175.628,1,0,Pound a Weed,0,0.377531645
2204,SOCJPYJ12AB0188BCC,802321,"77 In 97""""",ARD6S3O1187FB3F1F0,Special Duties,162.87302,11,0.377,135.386,1,0,I Am The Curse (Duties Demo),0,0
2205,SOUBKZQ12AB0188926,368613,In Search Of A Dream,ARDUWD61187FB58F58,Alphonse Mouzon,355.21261,7,0.508,96.931,1,0,The Ram And The Scorpio,1977,0.319565987
2206,SOQTEHM12A8C1388E6,103148,Boom-Shack-A-Lack,ARB4ROA1187B9ACAEC,Junior Reid,326.00771,6,0.232,158.242,4,0.27,"Boom-Shack-A-Lack (12 Mmix / Bonus Tra)""",1998,0.274899515
2207,SOIDUUW12A8C13DF25,112652,"bJump_ Jive an Wail: The Essential Louis Prima""""",ARIK8T31187B9A4D4F,Louis Prima And Keely Smith,159.16363,10,0.131,108.498,3,1,"bIve Got You Under My Skin""""",1960,0.565451012
2208,SOHWHDA12AC3DF5493,594430,King of the Gospel Singers,ARJQ5JM1187FB486C7,James Blackwood with The Light Crust Doughboys,138.16118,7,0.51,116.521,1,0,This World Is Not My Home,0,0
2209,SOHHLEA12AB017BD6E,533742,Superpop Venezuela,ARYLSGC11F43A69EF6,Los Amigos Invisibles,420.62322,10,0.726,200.039,3,0.615,San Agustin,0,0.463489662
2210,SOMASOQ12AB018ACC8,471174,Live at FIP,ARAG1DX1187B98BB10,Ben Sidran,366.0273,10,0.094,85.952,4,0.541,"bEverybodys boppin""""",0,0
2211,SOBKJPO12AC3DFA006,604089,Echoes Of Tomorrow,ARFEV5S1187B99F2EA,Aeoliah,295.10485,0,0,130.77,1,0,We Are One Light,0,0.334706549
2212,SOCVJVC12A67FFB40C,70133,"bLong Before Rock n Roll""""",ARR6MOS1187B994C51,Mando Diao,306.18077,4,0,87.785,3,0.531,Popovic,2006,0.555574792
2213,SOQZOZZ12A6D4F8134,45957,Fuse_ The,ARGFFA01187B9A2D11,Pennywise,242.33751,10,0.621,119.981,4,0.004,Lies,2005,0.707655106
2214,SOCVTWK12AB0187F54,807251,Counterfeit,ARB90161187B98CDFE,Cirrus,193.72363,5,0.065,180.012,4,0,Boomerang (Reprise),2002,0.579728749
2215,SOGTMTG12A8C130480,773765,Cant Stop Us Now,ARB4ROA1187B9ACAEC,Junior Reid,215.14404,7,0.429,128.769,4,0.835,Mr Big Man,0,0.255695041
2216,SOSPGMD12AB0180C42,413889,Atada,AR4O3MM1187FB3DF77,Gisselle,268.87791,5,0.368,124.129,4,0.782,Me Decidi,0,0.225044669
2217,SOUTDGY12A8C13F17A,216163,Best Of Buddy Miles,ARIIEQL1187FB5CE68,Buddy Miles,121.02485,7,0.539,100.573,4,0.798,"bDont Keep Me Wondering""""",1997,0.304169503
2218,SOASRSU12AC960D99A,692418,Little Miss Dynamite,ARGKD4W1187B990E04,Brenda Lee,113.97179,3,0.189,117.696,1,0,"bBallin the Jack""""",0,0.215080319
2219,SOLKVTJ12A6D4FC610,60041,Local Gentry,ARQXAUH1187B9BA010,Bobbie Gentry,214.96118,9,0.624,170.897,4,0.466,Ace Insurance Man,1968,0.425900191
2220,SODPYOG12A8C136332,256771,Ellen Disingenuous,ARU9KWP1187B98B2A7,Busdriver,246.22975,7,0.444,136.116,4,0,Ellen Disingenuous,0,0
2221,SOIYUEY12AB0184151,754107,The String Cheese Remix Project,AR4QYVC1187B99985,DJ Harry,495.90812,6,0.411,133.529,4,0.919,"Round the Wheel""""",2001,0.249065795
2222,SOGWDQX12AB0185701,495559,The Road Home,ARNBFWO1187FB4D1DD,William Coulter,238.57587,9,0.551,148.524,4,0,Shrivasta,0,0.265861049
2223,SOBACBP12AB0188B9F,802321,"77 In 97""""",ARD6S3O1187FB3F1F0,Special Duties,122.56608,9,0.828,128.822,1,0,"bPunk Rocker 97""""",0,0
2224,SOLQBAW12AB0184198,463068,Live In Concert,ARIT9Y51187FB364AE,The Irish Rovers,192.05179,2,0.082,175.325,4,0,The Deep Blue Sea,0,0.265053158
2225,SOQBOUQ12A8C1372F4,89841,"bAnd Justice for Yall""""",AR1LG7D1187B99BAFF,Weedeater,269.00853,7,0.392,142.639,3,0,Monkey Junction,2001,0.581317745
2226,SOLTMLK12AB018A1C,585539,Groove Approved,ARYNX5Z1187B999686,Paul Carrack,324.46649,4,0.674,134.123,4,0.854,Dedicated,1989,0.598320149
2227,SOCDDCO12A6D4FBCF4,228651,Wyrd,ARJ438T1187B9AD503,Elvenking,322.55955,7,0.37,150.05,4,0,Pathfinders,2004,0.567389737
2228,SOJPDXW12A8C135D6A,149328,Von der Strasse f\xc3\xbcr die Strasse,ARGCNAB1242077FED1,MC Sadri,178.96444,9,0.04,180.126,4,0.659,Strassenkrieg,0,0.215080319
2229,SOCFXKC12A8C13E150,305371,"bBoth Rock N Roll""""",ARVAE6W1187FB3CAF3,The Refreshments,222.69342,7,0.627,101.976,3,1,Three Little Words,0,0.249065795
2230,SOHDSGQ12A8C141B05,269850,"bSlims Shout""""",ARFZNR41187B990AF7,Sunnyland Slim,192.02567,0,0.556,82.654,5,0,Tired Of You Clowning,0,0
2231,SOCVXPM12AB0184AC4,806304,100 Chillout Classics,ARPATQ21187B9ACAFC,Happy Mondays,389.0673,8,0.61,196.096,4,0.154,Hallelujah [Club Mix - Remastered version],0,0.327736683
2232,SOEYLSW12A8C131366,529522,Hold Tight,AR57Z841187B9B7D7D,Gregory Isaacs,219.402,9,0.078,138.039,4,0.897,Down the Line,1979,0.392008771
2233,SOEMTZO12A8151DD78,229853,Andy Warhol: A Documentary Film,ARHSAFX1187B98E89A,Brian Keane,216.05832,0,0,100.16,4,1,Dark Flashes,0,0
2234,SOKJDLN12AB01826D9,632827,Buzz Buzz,ARC1CJB1187B99FCA4,Laurie Berkner,169.37751,0,0.753,82.585,4,0.129,Ice Cream Cone,2001,0.473346541
2235,SOMNBNO12A8C1430D2,771288,The Undisputed Truth,AR07CRG1187FB594FA,Seventh Star,184.842,7,0.29,114.594,4,0.997,I Versus I,2007,0.383934684
2236,SOPMIMB12A8C13C87E,259688,I See Stars - The Trance Album,ARAPLFD1187B98DABD,Robin Fox,515.65669,7,0.73,140.021,3,0.174,Wonderland,2001,0.20655079
2237,SOAFNMG12A8C136D00,154511,Babies Go U2,ARY1P2B1187B9B78F5,Mariano Yanani,180.00934,1,1,96.962,4,1,"bI Still Havent Found What Im Looking For""""",2003,0.270746494
2238,SOHGXBL12AB0183D01,795337,Stack and Pile,ARVUN5F1187FB4CCC7,Beenie Man,201.97832,1,0.057,69.594,3,1,Stack and Pile,0,0.215080319
2239,SOOMYIJ12A8C133601,245380,Sacred Memories,ARCSZCY1187B991BA7,Cybertribe,387.97016,1,0.176,160.011,4,0.76,Cry Of The Earth,1998,0.461429091
2240,SOKBEGN12A8C142678,477629,Live&Greetings From the Flow State,ARPTZO31187B9AB533,Dishwalla,540.42077,11,0.653,183.662,3,0.93,Moisture,1995,0.682353618
2241,SODKDRR12AB0186636,467076,Leroy Hutson Selected Hits Vol. 2,ARVML4B1187FB52324,Leroy Hutson,228.49261,10,0.802,151.064,4,0.684,Never Know What You Can Do (Give It A Try) - Original,0,0.375984302
2242,SOKUTVW12A6310D81,309106,The 18th Letter,AR8B1WY1187FB38366,Rakim,19.12118,5,0,45.554,1,0,Skit,1997,0
2243,SOJHOTE12AB018B253,724918,The Green Ghost Project (Clean),ARYGXKQ11E2835CE3,Styles P & The Evil Genius DJ Green Lantern,235.04934,7,0.131,167.873,4,0.32,Shadows,0,0.38293509
2244,SOACUIU12A6D4F715,28252,Duty Now For The Future/New Traditionalists,ARYML1P1187B9AF39,Devo,205.50485,6,0.393,94.48,4,1,Going Under,1981,0.563755208
2245,SOBJZRJ12A8C13EB0C,257781,A Greater Vision Christmas,ARC28SN1187B989049,Greater Vision,113.42322,0,0,184.529,3,1,Carol Of The Bells (Instramental Featuring The Budapest Pops Orchestra),0,0
2246,SOVYUWD12A5891E85F,530245,Butterfly Dawn,ARIQ7ZV1187B9916C6,Loop Guru,521.9522,5,0.551,95.321,1,0.364,Climax,0,0.215080319
2247,SOLLVWH12A6D4FAA5A,124304,Nobilt\xc3\xa0 di strada,ARJ5BEW1187FB52361,Inoki,75.93751,4,0.536,98.533,3,0.801,Parola di faliero,0,0.266955186
