SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
282,SOKIZGL12AB018342D,404997,bPablo Honey (Collectors Edition),ARH6W4X1187B99274F,,Oxford UK,,Radiohead,0,204.06812,4,0.234,111.629,3,1,You (Demo),2009
283,SOGZMUF12A67ADAE79,66510,Alien Road,ARMDE3V1187FB3EEF,,,,The Last Days Of Jesus,0,292.57098,4,0.201,145.185,4,0.118,Death Song,2004
284,SORUYQB12A81357343,178957,Towards The Wind,ARN3O411187FB4D859,,,,Stephan Micus,0,336.09098,3,0.406,85.816,1,1,Virgen De La Nieve - 14-String Guitar Solo,2002
285,SOVNCCQ12A8C136CB3,250581,Extra Extra,AR9LT7R1187FB4543A,30.16602,Brenham TX,-96.39998,Darden Smith,0,207.41179,5,0.346,153.974,4,0.684,Frankie & Sue,1990
286,SOFGXQV12A8C13C842,266901,The American,AR4TLW81187B99683D,,Syracuse NY,,Martin Sexton,0,244.4273,4,0.76,86.805,1,0.307,My Maria (LP Version),1998
287,SOZDLOG12A58A7D3BD,149958,Cross Currents,ARIG6O41187B988BDD,37.16793,United States,-95.84502,Richard Souther,0,273.05751,0,1,88.796,4,0.693,Cross Currents,0
288,SOVXQXN12A8C135FDC,289567,The Chieftains 7,AR0V36F1187FB366B1,53.41961,Ireland,-8.24055,The Chieftains,0,231.1571,7,0.765,105.539,7,0.977,No. 6 The Coombe,1977
289,SOYSKFE12A8C143AF3,430805,Rum & Coke,ARXK4YK1187FB4D0C4,51.50632,London England,-0.12714,Dub Pistols feat. TK & Ashley Slater,0,328.48934,0,0.355,111.997,4,0.733,Everyday Stranger,2009
290,SOIWQSF12AC468C3CD,599225,Radiant Health & Well-Being,AROC6N61187FB40B14,,,,Steven Halpern,0,248.63302,5,0.4,134.538,3,0.356,Natural Light (Subliminal Self-Help),0
291,SOVBBUZ12A8C137B2D,206616,bBack To The 70S-The Very Best Of Dakis,ARBKMHZ11F4C843491,,,,Dakis,0,224.07791,0,0.586,109.08,4,0.855,Tsai Me Lemoni (2005 Digital Remaster),0
292,SOPFIWM12AB0186A0D,348099,bI Cant Stop Loving You,AR7CCCC1187FB578FF,,Shelby North Carolina,,Don Gibson,0,151.09179,9,0.624,81.832,3,0.898,(Prayer Is The Key To Heaven) Faith Unlocks The Door,1959
293,SOAEGFO12A6D4F87AA,28491,The Master Plan,ARJXZX41187B9B6A43,,Toronto Ontario Canada,,Dream Warriors,0,414.24934,6,0.005,106.821,5,1,Sound Clash (featuring Beenie Man) - FattaSly Extended Mix,1996
294,SODKKPS12AB018397C,536493,Sing Me To Sleep_ Mommy,ARO2PB81187B98EB4A,35.83073,Dunedin FL,-85.97874,Lari White,0,239.90812,7,0.722,137.002,4,0.075,The One Who Lives Inside Your Heart,0
295,SODWYJZ12AB018240F,491293,Alternative Summer 2009,ARSG7NQ1187FB57482,,Wilmette IL,,Fall Out Boy,0,214.33424,2,0.439,160.109,4,0.47,bAmericas Suitehearts,2008
296,SOLWGCZ12A6D4FA8F3,54098,Marasma General,ARQVLQJ1187B98F11F,,,,Mau Mau,0,745.40363,7,0.687,107.983,4,1,Finisterre (Live),0
297,SOQSVRE12A8C13A31C,105872,Everything!,ARYS9L21187FB367E4,,,,Tones On Tail,0,387.16036,2,0.616,95.425,4,0.768,Burning Skies,1987
298,SOCYZXX12AB0183835,335510,Concert Hall Live,ARFERPC1187FB557F6,,,,Hacken Lee,0,481.54077,6,0.429,132.174,3,0.538,Hun Qian De Nu Ren,0
299,SONPLJV12AB0182571,335910,Welcome Back,ARY4M3J1187B9AC94C,53.79449,Leeds,-1.54658,John Sebastian,0,276.45342,0,0.662,101.971,5,0.675,One Step Forward_ Two Steps Back,1976
300,SORIWKL12AC4689A11,791327,Strong,ARWQ3M31187FB4CF01,33.74831,Atlanta GA,-84.39111,ARRESTED DEVELOPMENT,0,338.96444,11,0.704,97.955,5,1,Greener,0
301,SOSDKWG12AB0189E31,466821,Initial Public Offering,ARLK1A71187B9AECD2,,Austin,,Yuppie Pricks,0,168.6722,0,0.963,160.039,4,0,Prosperity In The U.S.A.,0
302,SOVLJVC12AB01809F8,400773,Built From Scratch,ARXW2MN1187B9B8817,,New York NY,,X-ecutioners featuring M.O.P.,0,210.07628,10,0.449,185.498,4,0.31,Let It Bang,2001
303,SONTKHG12A81C22D4C,179500,Live At The Olympia,ARN03F71187FB4E3F4,,United States,,Ayo,0,288.49587,0,0.929,57.639,3,0.622,Only You,2006
304,SOCKTEZ12A8C14553D,707901,The Chocolate King,AREWYHV1241B9C696D,,,,Dictafone,0,254.17098,0,0.53,129.983,4,0.742,Shrinking,0
305,SOFXRWD12AB018B56,665021,Juke Trax Online Vol. 3,AREPOUG11F4C83D36C,,,,DJ Rashad,0,186.69669,9,0.144,106.446,5,1,Flame It Up,0
306,SOLZCZD12A8C13833,158479,Tierra De Hevia,ARVUQIC1187B9A7C66,,,,Hevia,0,331.88526,5,0.125,124.006,4,0.966,Ba\xc3\xb1os De Budapest (Extended Remix),2005
307,SOLQVLD12A58A7610,340651,Welcome The Night,ARPKK761187FB4D53C,40.10216,Anderson IN,-85.67869,The Ataris,0,222.9024,11,0.441,174.468,4,0.792,Secret Handshakes,2006
308,SOIKNYT12A8C134A20,289719,Live From Paris,ARUJ5A41187FB3F5F1,,Dublin Ireland,,U2,0,406.85669,8,0.01,146.826,4,0.691,40,1992
309,SOXUVQH12AAF3B388C,480973,bThe Kings Harmoniers,AR358YS1187FB44A29,37.20897,Springfield MO,-93.29156,The Jordanaires,0,123.74159,5,0.661,114.346,4,0.565,Your Love Takes Good Care Of Me,0
310,SOFQOAR12AC4688316,778229,Caf\xc3\xa9 Solaire 11-Download Edition,AR5IDI61187FB43E75,,,,Bloomfield,0,353.69751,1,0.287,179.976,4,0,Boulevard St. Germain,2006
311,SODGNNL12A8C13D3E3,226687,bHey! Theyre Just Jokes!,ARJ6WGW1187B9913E,,,,Willie Barcena,0,163.76118,8,0.047,72.188,5,0.654,Love & Romance,0
312,SOKKZIB12A8C13F5D,269267,No borders,ARL47TY11C8A416938,,,,Time Factory,0,244.45342,9,0.393,160.017,4,0.615,Seize the day,0
313,SOUEDBC12AC90972E5,691205,Warung Beach,AROZNFA1187B99D367,,Hastings England,,John Digweed,0,405.10649,10,0.822,127.995,4,0.761,Warung Beach,2006
314,SOCDXPZ12AB01844FD,496675,My Angel Rocks Back and Forth,AROKAO61187FB38105,,,,Four Tet,0,136.202,0,0.038,70.296,4,0.81,bIve got Vilking in Me,2004
315,SOUKRZV12AB0182E90,457401,These Are Good Times,ARTE6AQ1187B9B2826,42.33168,Detroit MI,-83.04792,High Strung_ The,0,165.3024,9,0.795,120.944,4,0.688,bAint That Something,2003
316,SOUZOPT12A58A79B94,581079,Cover the Earth,AR00A6H1187FB5402A,42.73383,Lansing MI,-84.59334,The Meatmen,0,170.4224,1,0.62,130.164,5,0.614,Bad Reputation (Originally Performed by Thin Lizzy),0
317,SOZDQHO12AB018512F,549564,Barnyard (OST),ARGLOWN1187B99C06D,34.82353,Hernando MS,-89.99726,North Mississippi Allstars,0,166.21669,5,0.345,124.996,4,0.285,2StepN,2006
318,SOGQIEK12AB0186792,767896,THAT GIRL,AR0NQD81187FB3AD13,32.74863,Fort Worth TX,-97.32925,Gary Morris,0,305.10975,10,0.283,130.72,4,0.273,That Girl,0
319,SOIDSSZ12A8C142A76,614814,NOW Dance Anthems,AROWNZP1187FB3C028,,Illinois,,Black Box,0,272.14322,9,0.783,118.834,4,0.874,Ride On Time (Original Version),0
320,SOCVTCQ12AB01848FC,22419,Play Me: The Complete Uni Studio Recordings...Plus!,AR40GSU1187FB3AA01,,Brooklyn NY,,Neil Diamond,0,194.40281,0,0.958,164.359,4,0.136,Song Sung Blue,1972
321,SOFRVYQ12A8C137BAC,200189,Le Temps Suspendu,ARQXGWX11F50C49BC7,,,,Vincent Bruley,0,498.38975,4,0.927,150.867,4,0.483,Ombre Et Lumi\xc3\xa8re,0
322,SOVNLPD12AB018F3F9,816211,Mutter Erde,ART9G811187FB55F2D,,Greece,,Monika_ Wolfgang,0,178.78159,7,0.3,117.674,5,0.639,Mutter Erde,0
323,SONNYOP12A8AE45715,234342,Narrow Stairs,ARSPUJF1187B9A14B8,,,,Death Cab for Cutie,0,119.40526,7,0.632,101.306,3,0.69,You Can Do Better Than Me (Album Version),2008
324,SOORJCV12A8C144A4E,375397,Urban Emotions,ARQ2PMX1187FB38D62,,,,Hins Cheung,0,238.21016,0,0.709,149.765,4,0.862,Xue Hua Chao,2008
325,SOQLWVI12A6D4F465F,25971,Cricklewood Green,AR8SRQ31187FB4D477,52.94922,Nottingham England,-1.14392,Ten Years After,0,145.00526,11,0.707,106.145,1,0,Year 3_000 Blues (2002 Digital Remaster),1970
326,SOVPTBI12AB01879CF,556971,Emotion,ARF3GX71187FB3EB66,,Medicine Lodge KS,,Martina McBride,0,181.86404,11,0.405,40.384,1,0,bAnythings Better Than Feelin The Blues,1999
327,SOCMYLF12A67020A4D,13919,Bridging The Gap,ARTDQRC1187FB4EFD4,,Los Angeles CA,,Black Eyed Peas,0,196.362,7,0.521,204.304,4,0.505,Tell Your Momma Come,2000
328,SONAWWG12A8C133380,287223,X.O. Experience,ARLLUSZ1187B98ACDC,,,,Tha Liks,0,108.2771,0,0.647,160.267,3,0.858,40 OZ Quartet Part I,2001
329,SOOZDSM12A8C13D39D,307070,3 Originals,ARMPRI31187FB4F7D9,39.37413,Volos Greece,22.95775,Vangelis,0,575.58159,1,0.827,149.423,3,0.338,3 + 3,1977
330,SOPQJZR12AB01882BD,815186,When The Broken Hearted Love Again,ARORFIN1187FB3BE5C,43.0026,Flint Michigan,-83.7826,Danielle Bollinger,0,223.52934,0,0.007,129.986,4,0.741,Kiss the Sky,2006
331,SOCFKSK12A8C140704,610753,The Secret Life Of The 4 Skins,ARQUFQK11F4C83C0D8,,,,4 Skins,0,126.14485,9,0.544,90.787,4,0,Chaos (Live - Bridgehouse Tapes),0
332,SOOAEZC12AAF3B28BD,482113,Dora The Explorer Party Favorites,AR3KXHI1187FB3A8BF,,,,Dora The Explorer,0,169.09016,7,0.379,141.961,4,0,Mary Had A Little Lam,2008
333,SOZXKFE12A6D4F71FC,29319,Ultra-Lounge / Bossa Novaville Volume Fourteen,AR6742W1187B989AA9,,,,Joe Graves & The Diggers,0,261.32853,0,0.626,88.947,4,0.566,Witchcraft (1997 Digital Remaster),0
334,SODSFSH12A8C13EDFE,223469,Humungousfungusamongus,ARTPCQ41187B9AB42C,,,,Adrenalin O.D.,0,142.65424,0,0.517,106.002,4,0.396,Anarchy in the UK (Sex Pistols) (Bonus Track),1986
335,SOKPWEP12A8C137A4,98397,The North Side Benches,ARXRVY51187B99E98E,45.4215,Ottawa ON Canada,-75.69189,Jim Bryson,0,276.21832,5,0.468,97.431,4,0,Fleetwood,0
336,SOCFNPC12AB017CE1,627509,And Now...The Anita Kerr Orchestra!,AR95F611187B99CE1C,35.14968,Memphis TN,-90.04892,Anita Kerr,0,156.52526,3,0.717,94.771,3,0.768,Over The Rainbow,0
337,SOGOVUN12A8AE46B43,289148,Bandwagonesque,ARHPPJK1187B9AC897,,Glasgow Scotland,,Teenage Fanclu,0,274.70322,6,0.577,116.239,4,0.408,bI Dont Know,1991
338,SOJMRUS12A8C13693A,291752,The Missing,ARBM57Q1187B9AF97C,34.05349,Los Angeles CA,-118.24532,James Horner,0,203.54567,11,0.149,95.543,1,0.679,Rescue And Breakout,2003
339,SODEAZT12A8C135EA2,263217,Vargstenen,ARVJ6541187B9A4C3E,59.75952,Norrt\xc3\xa4lje,18.70249,M\xc3\xa5negarm,0,264.6722,10,0.273,147.91,1,0,Ur Sj\xc3\xa4lslig D\xc3\xb6d,2007
340,SOPKWZP12A6D4F7DAF,143812,Harder . . . Faster,ARFKYG51187FB4CE41,44.64616,Halifax Nova Scotia Canada,-63.57392,April Wine,0,200.9073,4,0.152,127.463,4,0.64,Babes In Arms,1979
341,SOJWBVN12AB01868AA,500539,Fiorina,AR7Y8LR1187B991B6F,,,,Jean Corti,0,174.81098,0,0.455,86.686,4,0.596,Madeleine (feat. Thomas Fersen),0
342,SOOTLIP12A6D4F95BC,46625,E Lang Chuan Shou,ARN3X4T1187B99EA39,,,,Jacky Cheung,0,226.37669,4,0.617,169.898,4,0,Zhui Zhong,0
343,SOCHJTF12AB01829CE,641414,Christmas Country,ARL3X871187B996C0C,41.00461,Bloomsburg PA,-76.45327,Lacy J. Dalton,0,186.8273,1,1,96.616,4,0.294,Silver Bells,0
344,SOGRCIP12A8C1347C0,286324,I Am The Greatest!,AR9K6SJ1187B989A32,40.14323,New Jersey,-74.72671,Cassius Clay,0,246.96118,9,0.088,97.065,1,0.599,Round 7:  2138,0
345,SOYTUNS12A8C134C16,289807,Greatest Hits,ARKSZW81187B9B695D,40.71455,New York New York,-74.00712,Mariah Carey,0,301.19138,5,0.573,95.929,4,1,Honey,1997
346,SOQFKZW12AB0181847,545565,Season Selection - Summer,ARRZQZE1241B9CBFB,,,,Arctique,0,468.00934,9,0.393,130.004,4,0,Kyana,0
347,SODVVZT12CF58273D,675941,Christmas Song,ARNLE621187B98ECB5,41.26069,Omaha NE,-95.93995,Mannheim Steamroller,0,199.83628,6,0.191,96.002,4,0.731,The Christmas Song,2009
348,SOBMGUW12A8AE4726A,234871,Wild & Wicked,ARSPQ0H1187B999944,54.97938,Walker-on-Tyne England,-1.54508,Eric Burdon,0,168.30649,11,0.576,149.527,4,0.177,Cum,0
349,SOAEHZK12AB0182ADF,409785,Calle ilusion,AR05IU31187B9B9A1A,42.84751,Vitoria Spain,-2.67973,Alex Ubago,0,216.58077,2,0.449,121.687,4,0.654,20 horas de nada,2009
350,SOVVGSH12A8C14085F,219488,bBrazil Classics 7: Whats Happening in Pernambuco_ New Sounds of the Brazilian Northeast,AR0GGKI1187FB391D5,,,,Eddie,0,243.17342,8,0.042,160.089,4,0.484,Pode Me Chamar,2007
351,SOPNUVB12A8C13627D,196895,Oxyg\xc3\xa8ne 5: Le Vent,ARQXGWX11F50C49BC7,,,,Vincent Bruley,0,920.76363,6,0.608,134.028,3,0.345,Souffle 2,0
352,SOIFMVY12A8AE467B1,278645,October,ARUJ5A41187FB3F5F1,,Dublin Ireland,,U2,0,142.23628,9,0.756,94.838,4,0.536,October,1981
353,SOWJQRH12AB0186761,453635,Reflections Of A Simple Man,AR9UPVA1187FB51260,,,,Brent Lam,0,237.16526,7,0.444,142.978,4,0.243,One About Heaven,0
354,SOGVDLQ12A58A7E3C5,258315,bAint It Beautiful,ARWC3XN1187B9A8D82,40.71455,NY - New York City,-74.00712,ZO2,0,346.51383,7,0.18,88.344,5,0.307,bComin Home,2007
355,SOGMTCP12A58A81E46,653183,Country Legend,ARTBFV61187FB3C250,34.05349,Los Angeles CA,-118.24532,Johnny Horton,0,138.86649,9,0.481,104.284,4,0,Go And Wash (Those Dirty Feet),2005
356,SOAWLLC12AB01893BC,517497,Ascension To Tibet,AR0GB821187B99FE96,,,,Dean Evenson,0,203.93751,2,0.751,98.442,4,0.672,Gateway,0
357,SOYTIWN12A6D4FBA37,555842,Call My Name,ARMHR011187B9A62B5,,Spanish Harlem New York City NY,,Joe Bataan,0,311.19628,10,0.613,87.467,1,0,Ernestine,2005
358,SORWORW12A6D4FBBE2,63206,Colecci\xc3\xb3n Diamante,ARWX7AO1187B9B91AA,,,,Jose Luis Perales,0,191.21587,6,0.372,136.478,4,0,No Soy Uno M\xc3\xa1s,2008
359,SOURXDF12AB0180C6C,507337,Coleccion de Oro,ARLAWDD1187FB48367,, ,,Carlos Vives,0,112.90077,9,0.19,132.358,1,0,Cancion De Amor Eterno,2000
360,SOISJLZ12AC3DF6DE7,603118,Outtakes and Demos 1975 -  2003,ARZIKR01187B98DF08,,,,Joe Grushecky,0,294.19057,0,0.421,136.326,1,0,Firewater,0
361,SOFZGIT12A58A7CD2D,43642,A Work In Progress,ARKFYS91187B98E58F,,,,Jeff And Sheri Easter,0,183.19628,11,0.799,119.983,4,0.33,Loving By Heart,0
362,SOMDWZC12A8C13A065,155721,Southern Convention Songs,ARBB58Y1187B9B621,,,,Bill & Gloria Gaither,0,194.82077,1,0.365,42.797,4,0,bIll Meet You By The River (Southern Convention Songs Version),0
363,SONWLUL12A8C13AEEE,265380,The Edge Of Love,AR1PCLK1187FB5BBFF,40.14323,New Jersey,-74.72671,Angelo Badalamenti / Keira Knightley,0,63.29424,1,0.459,123.797,1,0,Overture/Blue Tahitian Moon,0
364,SOCUSAL12AB0182310,345918,bTwo In One - A Singin Safari/Safari Swings Again,ARQQP3Z1187FB5707,53.55334,Hamburg Germany,9.99245,Bert Kaempfert,0,201.42975,5,0.744,161.804,4,0.73,Sugar Bush,1997
365,SOZPUVL12AB0188069,675993,Perdition Diaries,ARM63WJ1187B9951EA,,,,Autumnblaze,0,277.75955,2,0.396,159.886,4,0,Haughtiness And Puerile Dreams,2009
366,SOKRYXD12AC9075904,739931,Des vies,ARKEBNJ126E2B3BF7E,,,,Th\xc3\xa9ophil,0,213.9424,5,0.404,77.827,4,0.633,Anti fashion victime,0
367,SODZSJG12A6D4F87AF,34757,Les Ann\xc3\xa9es Chansons,ARJIE2Y1187B994AB7,,,,Line Renaud,0,157.93587,7,0.284,121.852,4,0.576,Mambo Bacan,1994
368,SODVLYP12A6D4FCCA3,272465,Francisco Forro Y Frevo,AR06EHB1187FB42914,,,,Chico Cesar,0,238.23628,4,0.349,163.99,4,0.638,Feriado,2008
369,SODKOLK12A6D4FB6B1,60341,Anthology,ARLDW2Y1187B9B544F,39.75911,Dayton OH,-84.19444,Tommy James And The Shondells,0,136.12363,10,0.095,142.963,4,0,bGettin Together,1989
370,SODJQBY12AC46885B5,688863,Wings Of Love Remixes,AREYEW21187FB45C47,,,,Zagar feat. Underground Divas,0,277.21098,8,0.621,115.029,4,0.929,Wings Of Love,0
371,SOZQCOR12A8151D3FC,178917,bHals Bells,ARZ0SAE1187FB46680,,Detroit MI,,Hal Russell,0,397.16526,8,0.34,126.71,4,0.421,For Free,0
372,SORVMCT12A6D4FA8F7,54099,Safari Beach (Tucasa Micasa),ARQVLQJ1187B98F11F,,,,Mau Mau,0,232.12363,2,0.46,89.672,1,0.976,Gamble Calypso,2000
373,SOOGOQH12A8C1415D7,228346,Ultimate R&,ARW9SN11187FB52D0D,,,,City High,0,174.91546,7,0.572,191.548,4,0.163,What Would You Do?,2001
374,SOPKVPX12A8C13868F,157345,...Taka Plyta,ARXQZPD122988F57B8,52.23535,Warszawa,21.00939,Molesta Ewenement,0,269.37424,10,0.426,185.592,3,0,To My_ Niechciani,0
375,SOXVIYL12A8C144517,377443,Improvisation with myself_ volume1,ARC4O5Z1187B9AE91F,46.71067,FR,1.71819,Klimperei,0,12.85179,0,0.297,157.376,3,0,Danser seule 2,0
376,SOXXNBB12A8C13C633,217058,20 Suosikkia / Rilluttele y\xc3\xb6,ARL6XZC1187FB3936E,,,,Solistiyhtye Suomi,0,148.71465,9,0.538,192.297,4,0,Rumpu ly\xc3\xb6,0
377,SOPRTNI12AC4688294,696951,At Your Own Risk,ARRQWQW1187FB49844,,Los Angeles CA,,King Tee,0,153.57342,2,0.166,108.301,4,1,King Tee Production,0
378,SOKEHTJ12A8C13DFB0,112768,I Love To Tell The Story,ARKC83D1187B9AB367,,,,Mark Lowry,0,261.82485,0,0.394,106.549,3,0.069,Blessed Assurance (I Love To Tell The Story Album Version),0
379,SOWNKOB12A6310E331,1224,Strange Cargo III,ARZS5VW1187FB567E8,,,,William Orbit,0,339.80036,8,0.565,152.084,3,0.292,Deus Ex Machina,1993
380,SOLFCRY12A8C13F38F,656735,An Introduction To Chico Hamilton Vol 3,ARBE5BJ1187B98BCFD,,,,Chico Hamilton Quintet,0,316.73424,7,0.383,165.476,4,0.108,Skinned Strings,0
381,SOTGKDD12AC9072C18,738260,Chill House Planet_ Vol. 4,ARY6TWP1187FB58A0D,,,,Save As,0,337.81506,6,0.057,125.032,4,0.582,House Music,0
382,SOCPUJD12AC468AD40,791247,Viaxe Por Urticaria,ARYQQY31187B9ABBE1,,,,Berrog\xc3\xbcetto,0,115.17342,2,0.759,105.101,5,0.971,Lusco,0
383,SOAWNUW12AC46877F8,599591,Samba Samba,ART9Z1P1187FB36C94,6.47279,Venezuela,-66.58904,Edmundo Ros,0,152.05832,7,0.599,232.436,4,0.582,The Bull Frog,0
384,SODIJTB12A8C138FB2,98008,bBoys Life,ARLI9NJ1187B9911F,35.67048,Tokyo Japan,139.74092,Vodka Collins,0,249.96526,4,0.525,120.253,3,1,Foreign Prince Of Tokyo,0
385,SOAUQNX12AB017B7CF,435899,The Burial Plot Bidding War,ARCP94M1187B9B0F56,42.88544,Buffalo New York,-78.87846,Every Time I Die,0,215.43138,10,0.208,187.401,4,0.025,Your Touch Versus Death,2000
386,SOUKHSU12AB0185CB0,357894,Lonely Teardrops,ARHRKTK1187B99E1D5,42.33168,Detroit MI,-83.04792,Jackie Wilson,0,128.93995,10,0.283,136.749,1,0,bIts So Fine,1958
387,SORGIYZ12AAF3B3528,617497,The Twilight Saga: New Moon Original Motion Picture Soundtrack,ARVG4OK1187B9B6BD3,,,,The Killers,0,213.96853,11,0.614,86.958,4,0.343,A White Demon Love Song (Soundtrack Album Version),0
388,SOWCTVQ12A8C134C64,150174,Strays,ARQOATR1187B9AE959,,Los Angeles CA,,bJanes Addiction,0,229.61587,7,0.034,92.099,4,0.855,True Nature,2003
389,SOGOMGW12AB0188626,769192,Mi Padre Querido,ARP07GD1187B9B9DA4,,,,Los Originales De San Juan,0,196.93669,0,0.632,229.221,4,0.862,Con La Misma Tijera,0
390,SONKNTF12A6D4F59C5,39885,Messiaen : Edition,AR6TZJQ1187B9AD572,45.60718,Montbrison France,4.06212,Pierre Boulez,0,530.70322,8,0.082,152.986,4,0.627,"Messiaen : Et exspecto resurrectionem mortuorum : IV Ils ressusciteront_ glorieux_ avec un nom nouveau""",0
391,SORXFQI12A8C132FAC,195226,Anthology 1977-2007,ARL6AH81187FB3B12A,,California - LA,,Stephen Pearcy,0,216.63302,6,0.581,130.28,4,0.572,Freak,2002
392,SOTBGCQ12AB0186F00,761602,Diamond Master Series - Mike Bloomfield,AR0569B1187B9A4036,,,,Mike Bloomfield,0,153.91302,7,0.654,104.53,4,0.126,One Of These Days,0
393,SOBBZZS12AB018EC5C,584878,Slipknot 10th Anniversary Edition,AR0KBXO1187B996460,41.58979,Des Moines Iowa,-93.61566,Slipknot,0,154.27873,7,0.649,178.427,4,0,Wait And Bleed [Demo],0
394,SONCELS12A58A7D2A7,20137,B-Sides & Rarities,ARXSABJ1187FB3C336,,Sacramento CA,,Deftones,0,334.75873,11,0.006,166.03,4,0,No Ordinary Love (Remastered LP Version),2005
395,SOVXRRI12A8C1450B6,476487,Lost & Lonely Blues Vol 1,ARN7OQ21187FB5A6B3,,Greenwood MS,,Furry Lewis,0,166.94812,9,0.324,146.422,4,0.135,Rock Island Blues,0
396,SOKKHHV12AB0181E04,396389,New Musette,ARWI6LR1187FB46E9F,43.57607,Le Cannet France,7.01815,Richard Galliano,0,549.38077,9,0.34,124.798,4,0.731,Des voiliers (Sur un po\xc3\xa8me de Claude Nougaro),0
397,SOPMUGB12A8C13833E,158479,Tierra De Hevia,ARVUQIC1187B9A7C66,,,,Hevia,0,258.89914,3,0.479,124.998,4,0.225,Tirador (Carlos Jean Remix),2005
398,SOHNTED12A6702067E,13727,Disconnection Notice,AR8ZQ9T1187FB56FE5,,Miami Florida,,Goldfinger,0,174.31465,5,0,86.778,3,0.811,Ocean Size (Album Version),0
399,SOAERUU12A8C13F302,521416,Unintended,ARR3ONV1187B9A2F59,54.31407,UK,-2.23001,Muse,0,312.05832,9,0.692,103.995,4,0,Falling Down [Live Acoustic],0
400,SOTRVGJ12AB0183B60,630254,Oui-oui et le cadeau surprise,ARK8F3K1187FB4F002,,,,Oui Oui,0,174.15791,2,0.239,125.093,4,1,La danse des petits amis,0
401,SOJCRRD12A58A7D438,511939,Historias,ARLUF1T1187FB3603,,,,Ricardo Arjona,0,403.25179,6,0.43,143.676,4,0.473,Ayudame Freud,0
402,SOBYKBT12AC468C7EF,781518,World Music From Hungary 2.,ARLZ0521187B98B2E3,,,,Muzsikas,0,351.50322,9,0.465,98.246,1,0.149,B\xc3\xa9k\xc3\xa1si t\xc3\xa1ncdallamok,0
403,SOVDTAZ12A8BED7491,237206,Horse Feathers / Animal Crackers,ARCII0J1187FB3A1B4,40.71455,New York City New York,-74.00712,The Marx Brothers,0,188.3424,2,0.657,157.932,4,0.483,bIm Against It/Horse Feathers,0
404,SOCNYWR12A8C135FA6,284466,Santa Maria,AR1N6N61187FB4E25E,23.0833,Havana Cuba [Jesus Maria],-82.4167,Mongo Santamaria,0,229.51138,0,0.581,119.336,4,0.115,Boogaloo Wow,0
405,SOGPECU12A6D4FAF78,271048,Pour La Vie,ARHY3JM1187B9B9DF,,California - LA,,Monty,0,195.60444,2,0.792,133.787,4,0.724,Les Reves D\xc2\xb4enfants,0
406,SOXPWTF12A81355824,129275,bHeres To The Mourning,ARW071B1187B9A603C,,California,,Unwritten Law,0,183.74485,8,0.692,103.142,4,0.821,Because Of You (Album Version),2005
407,SOIHAIA12AB01825F1,367772,The Impossibility of Reason [Special Edition],ARDEC2A1187B9A460E,,Cleveland OH,,Chimaira,0,260.64934,4,0.21,90.021,4,0.364,Army Of Me (Album Version),0
408,SOLWCYO12A5829149,247,Paid In Full,ARWC1WN1187FB516CE,,,,Eric B. & Rakim,0,282.04363,7,0,94.499,4,1,I Know You Got Soul,1987
409,SOOVLKO12A58A7F7BA,185936,Listen,ARYJ6RP1187B9B3827,36.16778,Nashville TN,-86.77836,Cindy Morgan,0,101.58975,2,0.633,71.478,7,1,Will You Be There? (Live Version),0
410,SOBTCVH12AC468BF22,599426,Remembering The Happy Goodmans,ARR575U1187B98FB97,38.8235,Maryland,-75.92381,The Perrys,0,109.81832,10,1,120.047,4,1,When They Ring The Bells Of Heaven,0
411,SOACNLP12A81C230B1,413386,Charismatisches Selbstimage - Selbst-Management,ARLMCCW1241B9CE7C,,,,Kurt Tepperwein,0,33.67138,4,0,61.618,4,0.731,Einleitung,0
412,SOATQEU12AB017BD60,627878,AM Radio Gold: Hall & Oates (Remastered),ARN0DMU1187FB5B63A,,Philadelphia Pennsylvania,,Hall & Oates,0,170.29179,8,0.541,153.802,1,0,Fall in Philadelphia,1972
413,SOZRMNB12AB017F016,491552,Va Por Chiapas,ARIRAVN11F4C842412,,,,Los Nakos,0,286.77179,6,0,201.459,4,0.485,Juana Democracia / Calipso Del Tlc,0
414,SOFSZCZ12A8C140AB4,372935,The Blues Of Champion Jack Dupree Vol. 1,AR8ACFK1187B9B4063,,New Orleans LA,,Champion Jack Dupree,0,183.95383,5,0.268,105.291,1,0,When I Left Home,0
415,SOAZKKM12A6D4F7D9D,35154,Life After That,ARYAEI81187FB3822D,,Brazil,,Airto Moreira,0,312.99873,1,0.402,164.33,4,0,Hala_ Tumba And Timbal,2003
416,SOXBVUJ12A8C13CB38,109026,bI Cant Stop Dancing,ARVQZNK11E2835CDAC,,,,Archie Bell and The Drells,0,193.95873,6,0.827,100.922,4,0.364,bIve Been Trying,2004
417,SOLISXB12A6D4FB3B6,60420,A History,ARMR44C1187FB433D2,,,,Penguin Caf\xc3\xa9 Orchestra,0,293.72036,2,0.396,124.513,3,0.793,Southern Jukebox Music (Live) (2001 Digital Remaster),0
