Lyrics,wordCount,charCount,avgWordSize,stopwords,numerics,upperCase,lowerCase,song_hotttnesss
"As the midnight moon was drifting through The lazy sway of the trees I saw the look in your eyes looking into the night Not seeing what you wanted to see.  Darling, don't say a word I've already heard What your body is saying to mine You're tired of fast moves You got a slow groove on your mind.  You want a man with a slow hand You want a lover with an easy touch You want somebody who will spend some time Not come and go in a heated rush ",94,442,3.835164835,34,0,1,78,0.304491031
INSTRUMENTAL,1,12,12,0,0,1,0,0.777828025
"There is a line between good and evil That separates light from dark But a colour now spells our end And everywhere I see its mark, it's Yellow Brown  In the city air, in all our seas You can see every other colour bleed into ",47,226,4,17,0,1,36,0.424090811
"She got one over on me I found out she cheated on me Well I was beggin' her to try with three I guess that I'm the one to blame They're closing in, the walls are cracked Look me in the eye and stab my back Pull the knife out, let it slide I no longer want to suffer this pain inside  Well I'm thinking of your faces Smiling in darkened places Hope you still can smell the traces of your lips  I'll be up until tomorrow Drinking rum to drown my sorrows But I can't stop thinking how it came to this  Loooord Nooow Lord you want the free love love She want the free love Ohhhhhhhhh lord lord ",124,590,3.891666667,46,0,5,97,0.554384121
My number one gal You should know this by now You are my number one gal There is no other Oh no not in this world We'll live together And severe we'll never Like two piece in a pack That's the way we will be Now now Baby just you wait and see Some people may try To keep us apart They can't change the feelings Deep within my heart I know now for sure I love you much more Than you can imagine Girl my love is for you I need a love that I can feel Yeah You gave me a smile And you went away I pray to Jah That one day you will come back and stay I open my eyes That's when I realise All that I do Is all about you ,138,614,3.481751825,52,0,8,104,0.327736683
"Ehhhh, zhe, zhe, zhe  (Spoken) I was four, four years old When the Marine left Haiti, the U.S. Marine left Haiti ",23,113,4.333333333,3,0,2,12,0.407233015
"THESE OLD EYES HAVE SEEN IT ALL WRITERS CURLY PUTMAN, BUCKY JONES  The old man's hair was white and his eyes looked tired He drank his beer at the table all alone But he smiled when I spoke to him so I sat down for awhile I wound up sitting there the whole night long 'Cause I could see he had a lifetime on his mind So I just sat there and listened, I was glad to take the time. And he said. I saw Jimmy Rodgers yodel on the stage ",93,432,3.736263736,31,0,19,64,0.262308997
They try to tell me the lies they sell me They tell me that I'm wrong They try to will me they'll never kill me Cause I'm the chosen one This is the beginning the beginning of the end Better watch out better find yourself a friend They try to tie me they say they'll free me You try to tell them they're wrong They want to hold me and they want to sock me ,76,356,3.746666667,32,0,0,64,0.450992312
"Take a picture, what's inside?** Ghost image in my mind Neural pattern like a spider Capillary to the centre  Hold still and press the button ",27,142,4.64,8,0,0,20,0.870110632
"Judge not and shall be judged first Die nigga, die nigga  chorus Look in my eyes, see what I see Do what I do, be what I be Walk with my shoes that hurt your feet And know why I lurk the streets  DMX: Burning in hell, but don't deserved to be Got niggas I don't even know that wanna murder me It's because they heard of me And they know that the Dark is for real The bark is for real, when you see that spark it'll kill Be poppin, robbin and chill, take it over there bark wit' it From Ohio to Cali to Baltimore back to New York wit' it Come through flyin', a 129 Up the school street cuz I come through mine Barking my dogs, get at me nigga arf arf arf Get at me nigga What the deal is, never forget what real is Them cats that used to say X is the best know he still is Can't help but feel this, putting goosebumps on your arms Take you there if you want but I lose chunks with the bomb ",190,889,3.743315508,75,1,9,150,0.642110731
"Oh, carry my loved one home safely to me {She sailed at the dawning, all day I've been blue} Red sails in the sunset, I'm trusting in you  ",30,139,3.928571429,11,0,0,23,0
"Caught in the gridlock nose to tail across all lanes Smog nearly chocking me as the car horns go insane Patiently waiting to get their old jobs backs Carrying the human race proudly on their backs  How easily forgotten, How easily we're led How hard the path is trodden From when horsepower meant what it said  ",59,311,4.517857143,17,0,0,48,0
"Yeah, yeah yeah yeah",4,20,4.25,0,0,0,3,0.383733535
"La Distancia… Sumada con el amor, da resultado desolación, tristeza… desvelo  (Baby Rasta) Ya no me conformo escuchar tu voz, por el telefono tal vez… Quiza tengas a otro que te ame y te desee como yo tambien…  (Randy) Amor de lejos, amor que no veo… Amor de lejos, amor que no siento.  (Baby Rasta & Randy) Y quien soy yo, sin saber con quien estas liberando tu placer No sere yo, quien sabre que estas con otro engañando mi poder.  (Baby Rasta & Randy) Y quien soy yo, sin saber con quien estas liberando tu placer No sere yo, quien sabre que estas con otro engañando mi poder.  (Yomo) La noche, el sol, quedaron perplejos al ver el reflejo, en el espejo de un corazon roto que sufre el adios que me diste, cuando te fuiste distancia triste, que nos hace estar distante a'lante mio… ",152,785,4.342465753,7,0,2,122,0.610715416
Be elevator  Why are you here Insect of the mind Flying high over the rooftops Tiny insect wings Displace the ray and rusty And the scetches in my brain ,31,153,4.24137931,12,0,0,22,0.447784051
"Once before, we tried to get it back. I came to you with tact, before Words so sheer are always crossing signs. I'll put it straight this time, tell me  Is it clean? Solid through? No more green turns of blue. Is it clean?  ",47,224,4.045454545,16,0,1,36,0.319565987
"Everybody, soul and body cold All this sickness, you lost control You can't get it you just don't get it, no You can't get it you got zero  Look within me, am I evil though Memories bring tears of years old You can't get it you just don't get it, no You can't get it you got zero  Life, you take it, lies, you fake it Suffer, within me, torn, you break it Life, control it, lies, withhold it Suffer, you're skinny, torn, you're wasted  Kids with defects we're all rejects, so Don't forget it, cold inside ",101,505,4.175257732,30,0,1,82,0.652010037
"From the Halls of Montezuma To the Shores of Tripoli; We fight our country's battles In the air, on land and sea; First to fight for right and freedom And to keep our honor clean; We are proud to claim the title of United States Marine.  ",48,238,4.152173913,17,0,0,32,0.240991891
Lies are fed through structures quelling our mistrust Ignorance is fodder for machines of want Followers saturate the earth Automate consumption and remove our minor worth  What are we a collection of failures Fueling now what must be done? Do we work for what we've created? Just byproducts of manmade gods  I'm the end for you Your impending doom You must obey the limits You're programmed to consume  ,72,404,4.897058824,25,0,0,56,0.540493129
"Se alkoi pisaroista Ihan pienistä pinnalla meren hiljaisen Ja alku meren aalloista se nousi, kun nousi kuu veren punainen  On ensin ääretön avaruus kun ensi säteet lähtee ja sitten peilautuu  Illan viimeiset hitaat he tanssivat kuin muita ",40,239,5.405405405,1,0,0,32,0.458288207
Got myself a threadbare gypsy soul Likes to dance and drink and go wherever the wind blows Gotta little threadbare gypsy soul Gotta little threadbare gypsy soul  Gotta little wild streak in my heart I guess that I have had it since I heard the music start I gotta little wild streak in my heart I gotta little threadbare gypsy soul  I like to hear the highway sounds And I don't think that I'll ever settle down I can't change and it's a sin Hope St. Peter gonna let me in Come on Pete won't you let me in  ,103,507,4.090909091,30,0,8,79,0.499445835
"Well, I was raised on a back street, Time's were tough, but kind of bittersweet. Left school when I was still a child, Hit the streets and started running wild. Hanging out in the neighborhood, People said, ""They're up to no good!"" Never thought I'd ever make it through, Hey boy, what you gonna do?  Crosstown traffic, sirens wailing, screaming in my ear. It's got me on the run, gotta move on out of here.  I'm on a dead end street, on a dead end street, Well it's got me beat, on a dead end street. ",99,502,4.208333333,36,0,2,80,0.265861049
Don't need another drink now been drinkin' the whole night long don't need no time to think now been thinking since you been gone what could i use it to make it all right one thing i need is to mind  ,43,200,3.853658537,19,0,0,40,0
(sung with raul malo) written by: neil diamond and raul malo Being here is being where i want to be i don't suppose you'll ever know how much you mean and for all the heartaches we've been thru i know that i could not forget my time with you I'd much rather stay but i'll be on my way ,60,285,3.830508475,30,0,0,57,0.215080319
"i'm under the assumption that i'm gonna be the one that's leaving you, tonight (tonight) well i flipped every switch that i could find on my way out just to upset you more (just to keep you busy) just to make you angry (just because you were right) just because you were",52,270,4.211538462,27,0,0,52,0.672441214
"And we're slow to acknowledge The knots in the laces, heart it races And we go back to where We moved out to the places, heart it races  I bought it in a can And stirred it with my fingers singing Boom, da da, da da, da da Boom, da da, da da Threw it out the window  Lately you've been tanned Suspicious for the winter with your Boom, da da, da da, da da Boom, da da, da da Legs like little splinters  And we're slow to acknowledge The knots in the laces, heart it races And we go back to where We moved out to the places, heart it races  I sold it to a man And threw him out that window, he went ",131,597,3.706349206,45,0,2,106,0.589438878
"One day he was admiring his reflection in his favorite mirror When he realised all too clearly what a freakin' old beasty man he was Who is? you is, you is now son  I took to hiding, I took to hiding I took to hiding, hiding strange things I took to dribbling, we took to dribbing down my front I starting running, I starting running on the spot ",70,346,4.073529412,26,0,6,59,0
"Have you heard the news There's good rockin' at midnight Oh, I'm gonna hold my baby with all my might What a wonderful time we had that night Hey, hey, there's good rockin' at midnight ",36,185,4.285714286,12,0,0,29,0.265861049
INSTRUMENTAL,1,12,12,0,0,1,0,0.460484845
"Say it's true, pink and blue I can share your situation Been holding our, emotions back Will only make us cry If you go, I know, but you know It ain't so serious anyway When that clouds arrive we'll live on Ocean Drive Don't know why you're so blue Sun's gonna shine on everything you do And the sky is so blue ",63,311,4.016129032,20,0,2,49,0.848616761
"Lord, have you ever been mistreated Then you got to, you got to know just what I'm talking About Yes, have you ever been mistreated Then you got to, you got to know just what I'm talking About Lord I work five long years for one woman, and she had The nerve to kick me out I got a job at a steel mill, I'm shucking steel just Like a slave Five long years, every Friday y'all I went straight Home yeah, I went straight home Mistreated Then you got to, you got to know just what I'm talking About Lord I work five long years for one woman, and she had The nerve to kick me out Lord but I finally learned a lesson, I should have ",129,626,3.890625,44,0,7,99,0.526837034
Mind of chaos sorrow This within my blood Life of sickness evil This within my blood Cannot see what lies ahead When moon is gone and the son is dead ,31,150,4,9,0,0,24,0.725318691
"Secrets out unfold Whispered words be warned Falling into one It's you I still believe  Felt, so alive Wish I could hold It's already full So phase me out of your life It's all, it's all, it's already full  Treat the son our own Haven't seen him grow Held the hand we lost It's you I can't recall ",61,297,4.086206897,18,0,3,42,0.445454525
"Rrr, sabor! Oye como va mi ritmo Bueno pa' gozar, mulata ",12,57,4.181818182,0,0,0,8,0.53878588
"I'm only human Of flesh and blood I'm made Ooh, human Born to make mistakes  If five boys in the house say it loud If five boys in the house check it out Come on, baby, dry your eyes, wipe your tears Never like to see you cry, please forgive me  I wouldn't ever try to hurt you I just needed someone to hold me To fill the void while you were gone To fill this space of emptiness  I'm only human Of flesh and blood I'm made Ooh, human Born to make mistakes  If five boys in the house say it loud If five boys in the house check it out ",117,535,3.741071429,37,0,2,92,0
The chimes of time ring out the news another day is through Someone slipped and fell was that someone you ,21,106,4.3,9,0,0,18,0
"She was still sleeping, the problem will stay One more day Said she's not sorry the wind blows her way Accidents happen, there's one planned today Oh you see I wish it was not true but that's the way it is ",42,206,4.024390244,16,0,1,35,0.334706549
His hair is never right His acne looks a sight The clothes he buys don't fit tight Everybody puts him down And calls him shy boy  The girl he's always known Lives just across the road And she thinks he's super Her whole world is the little shy boy  Shy-hy-hy-hy boy Shy-hy-hy-hy boy  She is very thin ,61,301,4.228070175,14,0,0,45,0.215080319
You ask me if there'll come a time When I grow tired of you Never my love Never my love  You wonder if this heart of mine Will lose its desire for you Never my love ,38,165,3.555555556,14,0,1,28,0
"A lifegiving sun lies low beyond A mighty citadel  A general greets his army of light's devoted men ""Warriors hold tight the darkness is upon us tonight""  No courage rose up among the hearts of warriors to fight against the fear... the death ",46,242,4.581395349,11,0,3,38,0.480238748
I tell you man I ain't no jiver I never saw an episode of Survivor Is there any hope for me In global corporate society? Top ten bullshit radio Tells you to like Slim Shady-o You're a victim of a media blitz Sucking on electronic tits ,47,235,4.108695652,14,0,3,34,0.340922756
"Daddy's little racer in her brand new car Top down for the weather and the sons of stars Summer's soon Surrender Eyes of blue And time enough to shine  So come on, come on You don't know it But you're coming right along ",45,220,4.093023256,14,0,0,34,0.43965466
"The preacher's son with the rebel music Rebel music, put the peace sign up now Rebel music, all my gangs put the peace sign up now Rebel music, everywhere put the peace sign up now Rebel music, hold on, listen Tell the DJ turn the music up Gangsters in the club, everybody thugs Me I play the walk, sipping on the Guinness 'Cuz in reality we are the same and it's Just society they wanna see me Flesh on the concrete, sold a perfect story The mystery is waking up in misery The music industry brainwash celebrities Girls sleep sexy, they wake up with a monster Have no idea that their face was a piranha Word from the wise I can see through the fog Reason why they rob 'cuz they got no job But I woke up in the mornin', sexy, yawnin' Feel like it's gonna be a good day No war on the street, no way today Everybody kick back like a holiday, aight You shine, I shine and The whole world looking like a gold mine You get yours and I'll get mine ",187,942,4.064516129,68,0,5,155,0.439202489
"B. Childs, T. Paris  Take an open road I've come to see you again Was time to leave it all behind us  Travelin' across the sky Chasin' one more endless night To another place in time where we all meet  ",44,202,3.975,13,0,2,30,0.48456253
"I comb the crowd and pick you out My mouth moves too fast for you to figure it out It starts eyes closed to fingers crossed ""To I swear, I say"" ""To I swear, I say""  To hands between legs, to ""whatever it takes"" To drinks at the club to the bar To the keys to your car To hotel stairs, to the emergency exit door, no  To the love, I left my conscience pressed Between the pages of the Bible in the drawer ""What did it ever do for me?"" I say It never calls me when I'm down  Love never wanted me but I took it anyway  Put your ear to the speaker And choose love or sympathy ",125,572,3.733333333,45,0,8,95,0.685642424
"Você é meu caminho Meu vinho, meu vício Desde o início estava você Meu bálsamo benigno Meu signo, meu guru Porto seguro onde eu voltei ",26,135,4.4,1,0,0,19,0.454192988
I taste you much better Off teeth taste Of white skin on red leather Check the claws we got  Night time! Cavity! To come in! Downtown! Pony! Work your pitch!  I came to in feathers Like leaves taste ,41,199,4.184210526,7,0,2,26,0.715502169
"I heard someone out poking fun At the ol' country boy and the songs that he sung Still cracking jokes he sarcastically implied Let me guess your girls gone and your dog just died, and I said hey",38,194,4.131578947,13,0,2,33,0.345802234
Chestnuts roasting on an open fire Jack Frost nipping at your nose Yuletide carols being sung by a choir And folks dressed up like Eskimos  Everybody knows a turkey and some mistletoe Will help to make the season bright And tiny tots with their eyes all aglow Will find it hard to sleep tonight  They know that Santa is on his way ,65,331,4.306451613,22,0,0,50,0.215080319
You say you ain't never met a man quite like me And you gonna love me for the rest of your life You even talkin' bout startin' a family Settlin' down and becomin' my little wife  Well I've been fed that line before And I can't digest that kinda talk anymore You guessed it honey I'm tellin' you bye bye bye Cause I'm just a little bit woman shy  The last three women I cared anything about They all lied to me and told me the same old thing ,92,441,3.93258427,29,0,2,74,0.375984302
"[erick sermon] Epmd. def jam. blazin.  Check it, uh-huh, yo It's e-dub on the microphone My style be elektra, I'm the male syl rhome Homes, walk around with forty-four chrome On safety, spike the mic in the endzone This here ain't the average shit, you used to Front, and automatic rounds, will shoot you So knock it off, like biggie smalls said duke you soft Why you wanna fuck with the boss?  [parrish smith] Where should I start? breakin mc's or shatterin charts? It's diablo, pmd mic doc with the purple heart The go-getter, getter, get wit 'er, hit 'er-split 'er Front and back, and if she wit it, straight in the shitter So heidi heidi heidi hydro, pack gats and ammo +funky piano+, van like the fuckin? tano? With more cheese than lambeau, more heat than rambo Break down dismantle when I scramble  Chorus: erick sermon (parrish smith) *repeat 2x* ",155,855,4.642384106,38,0,2,130,0.433005077
"How was I to know you'd ever leave? And how was I to know you cared for me? When every time I looked at you You acted like I was a fool How was I to know the truth?  With all the times you ran away I never thought that you would say ""I'm the one who's lonely now"" And all the times I never said, ""I love you"" Now you're in the bed with somebody and everyone else  How was I to know that I was wrong? When I was talking during your favorite song And how was I to know that I was right? When I caught you in your lies the other night  ",120,533,3.568965517,45,0,14,89,0.523166108
"Pillow you're catching my tears again, Why can't these lonely nights come to an end, I once loved someone, but now she is gone, Oh why must I cry on and on.  Pillow you're catching all of my blues, ",41,198,4.051282051,17,0,2,33,0.500015498
"Give us this day our daily dose of faux affliction Forgive our sins Forged at the pulpit with forked tongues selling faux sermons Because I am a new wave gospel sharp, and you'll be thy witness So gentlemen, if you're gonna preach For God sakes, preach with conviction!  Strike up the band! Whoa! The conductor is beckoning Come congregation, and let's sing it like you mean it No, don't you get it don't you get it? Now don't you move  Strike up the band! Whoa! The conductor is beckoning Come congregation, and let's sing it like you mean it No, don't you get it don't you get it? Now don't you... move  Just stay where I can see you Douse the lights! We sure are in for a show tonight ",134,688,4.269230769,50,0,2,106,0.727889463
I roamed the world for love and glory Full-time ambassador of mirth I never thought that I'd be sorry To squander most of my true worth  The sun beats down on the valley The waves crash on the shore I was a soldier of the alley I cannot fight there anymore  So now I just wait for the hour Lips parted like a kiss I just assume there is a power Who can deliver me from this  ,81,375,3.831168831,32,0,6,63,0.376279502
"Golden Touch Happens everytime your lips touch mine There's a feeling that's so divine There's a magic in you  Golden touch I wasn't very strong til you came along You made me realize that by your side is where I belong  Golden Touch There's a kind of magic in the air Whenever you are near I get butterflies everytime your eyes meet mine You opened up so many doors And I was so very, very inscecure You made me see the light ",85,427,4.182926829,29,0,4,64,0
"One day the dreamers died within us When all our answers never came We hid the truth beneath our skin but Our shadows never looked the same  A ghost is all that's left Of everything we swore we never would forget We tried to bleed the sickness But we drained our hearts instead We are, we are the dead  And when we couldn't stop the bleeding We held our hearts over the flame We couldn't help but call it treason And after that we couldn't fill our frames ",91,456,4.159090909,34,0,1,75,0.896789016
"Hoy no brillan las estrellas porque han visto tu carita y sienten celos de ella.(X2)  Amapolas que estáis en el campo, amapolas que estáis en el campo, ay amapola decidme porque la quiero tanto, tanto, tanto y tanto. Ay miénteme, tomate el tiempo que quiera y lo que haga a mis espaldas y a mis espaldas queda; engáñame y no me cambie la cara que dicen que la cara es el espejo del alma, engáñame prometo no hacerte preguntas dime solo si te quiere si es flamenquito y a ti te gusta; ",94,484,4.25,13,0,0,88,0.460484845
"There's rain on my window But I'm thinking of you Tears on my pillow But I will come through Josephine I'll send you all my love And every single step, I'll take I'll take for you  Josephine  I'll send you all my love, babe Josephine  I'll send you all my love, babe  Now there's a storm on my radar But I can still fly ",69,320,3.9375,23,0,2,46,0.758410319
Suddenly it all occurred to me Lost as I am There's breathing room On both sides me  So what if we beg to differ my friend? That dissolves away as fast as gravity will take me  Suddenly I came to be lost in my head A victim of anxiety  So what if I beg to differ my friend? Let's fall away as fast as gravity will take us there  Guide me way beyond this Way beyond this world Thought you would Guide me way beyond this ,91,419,3.825581395,36,0,4,69,0.662493161
"My, my said the beggar man What you give and what you take  Are two different things  Eat up what you've got  Evil winds that drag your bones to rot  Evil winds that'll set, set me free   Suicide of the first division  Found dead with a noose wrapped around your head  No one cared to raise an eye  Don't it make you wanna' scream, scream till they cry  Evil winds that'll set, set me free  ",87,391,4.066666667,26,0,0,64,0.611702203
"Me and you in love with our Rule over solid waste Our artistic merit is questionable We'll fall on our face And I can't bare the sight Not to sound pragmatic But our parents were right This ain't adequate But you can always seek refuge under…  Sunshowers There's a place for you, not no place for me under… Sunshowers Return to the bourgeoisie while I sift through debris  You view the poverty line as a threshold For truth in pricey slums This ain't art school, it's a shark pool ",92,481,4.382022472,31,0,2,71,0
"It's a strange love, That i've been feeling, When I was sixteen, Oh liquid ?  In a jumpsuit, In a comic book, Whispear in the truth, Oh it's a cold youth  And it's a strange love, That i've been feeling, When I was sixteen, ",46,224,4.045454545,13,0,2,30,0.522733261
"Mmm, yeah When I was just a baby, mama sat me on her knee She told me ""Boy you listen there's a lot you oughta see A lot of pretty women, gonna try and tie you down You don't know what you're missin' if you never look around""  Move on, that's what she told me Move on, mmm yeah Move on, whoo oh, oh Move on, I'm leavin' on my way  Told you that forever was a word I couldn't say I don't know 'bout tomorrow 'cause I'm livin' for today You're every inch a lady and you'll always have my love ",105,491,3.794117647,36,0,4,85,0.705023456
Bí Thusa mo shúile A Rí mhór na ndúil Líon thusa mo bheatha Mo chéadfaí's mo stuaim Bí Thusa i m'aige Gach oiche's gach lá ,26,123,3.92,1,0,1,16,0.334706549
"Where has that old friend gone Lost in a February song Tell him it won't be long Til he opens his eyes, opens his eyes Where is that simple day Before colors broke into shades And how did I ever fade Into this life, into this life  And I never want to let you down Forgive me if I slip away When all that I've known is lost and found ",72,334,3.757142857,28,0,3,54,0.439202489
"With instruments in hand We'll cut across this land Let's make some noise in these united States of emergency, spiritual urgency Set up the wires and cue the band  We'll take the message of the Lord We'll be singing, voices ringing His love is shining through in every chord We ain't slowin' down Comin' at the speed of sound  ",62,327,4.508474576,21,0,0,48,0.261733308
"Me and my friends rollin like rockstars, So we by the bar. All eyes on us girls watchin from far, We shining through the dark. Saw this sexy little thing she was biting her lips, Working at me hard. So I just went over there and just whispered in her ear Do you wanna start?  Girl i wanna party with you, Girl i wanna party with you, I've got the girls in the truck bout six chicks deep, And you know girls we rollin with is straight sexy. Girl i wanna party with you, Girl i wanna party with you, I've got the girls in the truck bout six chicks deep, And you know girls we rollin with is straight sexy.  Tonight can you keep up? When we hit the dance floor you know we turn the heat up. Its like the roof on fire everyones desire, ",150,732,3.965986395,54,0,1,127,0.215080319
"Here I am again I feel time is draggin on Aren't you getting tired of me? Whinging overdrawn  Faceless, blind Want to take her out again She's not just mine Want to take her out again  ",39,185,4.083333333,16,0,2,27,0.692961319
"(Oh you left me with a broken heart And now I see what I shoulda from the start Yeah you left me with nothing but a kiss And now I'm leaving you with these lips With these lips, oh)  Everything looked fine from here Everything looked more than clear But now you're gone and I'm still here (Yeah, check it out) So check it out (so check it out) I wrote it down (I wrote it down) In case you ever left this town And baby, you can't fire me (no way) 'Cause I quit Right now  Oh you left me with a broken heart And now I see what I shoulda from the start Yeah you left me with nothing but a kiss And now I'm leaving you with these lips  Whoa, whoa (You left me) Whoa, whoa (You left me) Whoa, whoa (You left me) (Baby, baby) Whoa, whoa (You left me) Whoa, whoa ",160,757,3.833333333,55,0,7,118,0.84967867
Hoy yo venia a declararte mi amor a darte mi sueños y mi vida todo lo que soy,18,77,3.333333333,3,0,0,17,0.334706549
Under your spell again I can't say no to you Crave my heart and its bleeding in your hand I can't say no to you  Shouldn't have let you torture me so sweetly Now I can't let go of this dream I can't breathe but I feel  Good enough I feel good enough for you  ,59,259,3.654545455,22,0,6,44,0.73897068
"Where were you late last night 3am, car is gone Three messages no reply What has been going on Why don't you tell me baby What you've been doing lately I used to turn you on What has been going on  You say that you don't want to But you're a man you've got to And I'm a sexy lady I'll get somebody else Why don't you tell me baby What you've been doing lately I used to turn you on ",83,382,3.703703704,37,0,2,66,0.430160637
Feel alone All I do is say I alone can be your kind  This is not the same I am not the same I can feel you come in two and three This is not the same I am not the same When I feel awake  Close your eyes Everything I've seen I this time can be your mind  This is not the same I am not the same I can feel you come in two and three This is not the same I am not the same Then I feel awake  Let God cry Then I'll wash it away Let God cry Then I'll wash it away  Dry your eyes ,117,473,3.216216216,53,0,11,80,0.697480929
"I know you like that, you want to try that It's like a flashback, so shake your ass crack I got the balls to rock the salsa Funk the blues-a, any groove to Make your move, 'cause taking you to Another landscape is my mandate I'm highly animated even though I'm decomposin' So if your feet is frozen, I'ma die to see you ropin'  And when the MC rhyme and the DJ spin I want y'all to just get down Now while the MC rhyming and the DJ cutting I want y'all to just get down And when the MC rhyme and the DJ spin I want y'all to just get down Now while the MC rhyming and the DJ cutting I want y'all to just get down  Tap your toes and clap your hands (How many people ready to rock the house?) Come on, trace the globe and shake your pants (How many people ready to rock the house?) Just twist your hip and do the dip (How many people ready to rock the house?) Come on, shake and bake, do whatever it takes (How many people ready to rock the house?) ",196,946,3.89119171,72,0,14,159,0.647653855
"Bonnie Mae a-shepherding has gone To call the sheep to the fold And aye, as she sang, her bonny voice, it rang Right over the tops of the downs, downs Over the tops of the downs  There came a troop of gentlemen As they were riding by And one of them has lighted down And he's asked of her the way, the way He's asked of her the way  ""Ride on, ride on, you rank riders Your steeds are stout and strong For it's out of the fold I will not go For fear you'll do me wrong, wrong Fear you'll do me wrong""  Now he's taken her by the middle jip And by the green gown sleeve And there he's had his will of her And he's asked of her no leave, no leave He's asked of her no leave ",145,670,3.730496454,64,0,1,119,0.447784051
"It ain't the meat it's the motion That makes your daddy wanna rock It ain't the meat it's the motion It's the movement it isn't the stock  Well, I got a girl that's so darn thin There ain't much of her but bones and skin One thing about her I can understand She wraps all around me like a rubber band, baby  It ain't the meat it's the motion That makes your daddy wanna rock It ain't the meat it's the motion ",85,409,3.963414634,30,0,2,69,0.636287224
"[Gilles de Rais:] I conjure you Barron, Satan, Beelzebub By the Father, the Son, and the Holy Spirit By the Virgin Mary and all the saints To appear, in person So that you may speak to us And fulfill our desires  Come at my bidding And I will grant you Whatever you want, however vile And the containing of my life  He would rise triumphant All done up On a plume of craven wings Trafficking with sycophants Sharing his cup Amidst other graver things  Alchemists and sorcerers stitched his head With the stench of pitch and myrrh  The devout faded out but the pagan remained The candles burnt low and still nothing came Bearing golden secrets from a cold malevolent race  He would have his demon He would have his vice All save his soul was up for sacrifice Despite their raising not a single hair Everything stank of witchcraft there  From the stained chapel to the statued lawn ",166,880,4.496855346,55,0,2,120,0.609608465
"It's true, I know it's true, I'm losing you And it's breaking my heart It's true, I know we're through There's someone new, it just tears me apart.  I don't know what I'll do without you ",38,187,4.166666667,12,0,3,27,0
"My home town? s dear to me, it? s always in my sight My city? s shadows walk around in broad daylight They? ll even shoot a woman down for what she writes So now you pay for civil liberty with life  So hard, it? s easy to lose hope for everyone So bad, it? s easier to never take it on  But we can? t give up And we can? t lose hope And we cannot hide away  We can overcome But we must be strong And we must not be afraid  You must not ever stop the search for peace within 'Cause if you find it, there? s no better prize to win In losing peace of mind you? re losing everything Don? t draw away from it, whatever shape you? re in  ",141,632,3.644444444,50,0,0,119,0.257597401
You stand there abandoned Your Friends have all gone Fair-weather companions Have left you all alone This world full of changes Has cut to the heart of your soul But through all of the pain Only Jesus remains And in each situation you know  CHORUS He never changes He's always the same ,54,286,4.480769231,19,0,1,38,0.375984302
You were mine for just a while Now you're puttin' on the style And you've never once looked back At your home across the track  You're the gossip of the town But my heart can still be found Where you tossed it on the ground Pick me up on your way down  Pick me up on your way down When you're blue and all alone When the glamor starts to bore you Come on back where you belong ,81,377,3.807692308,41,0,0,66,0.38293509
"I was so blind. I couldn't see the truth. I was unable to see how my life was being used. To be something so miniscule. Everything i thought was so definite, I thought was so real was thrown away and will be remembered among unpaling hatred. [chorus] ",48,251,4.340425532,21,0,4,41,0.600969778
Now Junior is sniffin' his glue And brother and sister's on weed My mama takes pills and daddy gets drunk And the dog and the cat's startin' to sneeze Now what do you think about that boy  Yeah you know it well it's goin' to hell It's goin' to hell on a sled  Now we're fightin' in a limited war So limited fightin' can cease ,68,326,3.984615385,24,0,0,55,0.408110884
"Slow ride, take it easy Slow ride, take it easy, Slow ride, take it easy Slow ride, take it easy.  I'm in the mood, the rhythm is right, Move to the music, we can roll all night. Oooh, oooh, slow ride - oooh, oooh ",46,214,3.840909091,13,0,0,36,0
Mi san jose sabinillo vengo a cantarte un corrido . yo soy de puro oaxaca dispense mi gran amigo. mi mero nombre es fernando y lencho pa mis amigos. me vine desde Oaxaca buscando salir de pobre. deje a mis padres queridos y me lanze para el norte ahi aprendi a trabajar fernando salio de pobre. ,57,295,4.267857143,7,0,0,53,0
"X and Y The land, sea, rivers, trees, the stars, the sky That and this We're part of a bigger plan Don't know what it is Don't know what it is  You and me The land, sun, trees, the sky, the stars, the sea 365 degrees I am a puzzle, you're the missing piece Hang on a minute, just a minute, please I'll come And everything under the sun And everything under the sun  What is this feeling that I can't explain? ",85,409,3.963414634,33,1,4,65,0.701266353
"I don't know much, but I know this for certain And that is the sun poking its head 'round the curtain Now please can we leave I'd like to go to bed now? It's not just the sun that is hurting my head now I'm not trying to say that I'm smelling of roses But when will we tire of putting shit up our noses? I don't like staying up, staying up past the sunlight It's meant to be fun and this just doesn't feel right  Why can't we all, all just be honest? Admit to ourselves that everyone's on it From grown politicians to young adolescents Prescribing themselves antidepressants But how can we start to tackle the problem If you don't put your hands up and admit that you're on them? The kids are in danger, they're all getting habits ",143,731,4.177304965,66,0,3,123,0.740467827
"The mountains are steep And the valleys low And already I'm weary But I have so far to go Oh, and sorrow holds my hand And suff'ring sings me songs But when I close my eyes I know to Whom I belong Who makes me strong  I will be free I will be free to run the mountains I will be free Free to drink from the living fountain Oh, I'll never turn back 'Cause He awaits for me ",81,372,3.696202532,25,0,7,57,0.272923667
