SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss,Lyrics
374,SOZEPNS12A8AE4766D,186364,Bummed,ARPATQ21187B9ACAFC,Happy Mondays,243.25179,0,0.032,109.205,4,0.96,Performance (Remastered),1988,0,"One day he was admiring his reflection in his favorite mirror When he realised all too clearly what a freakin' old beasty man he was Who is? you is, you is now son  I took to hiding, I took to hiding I took to hiding, hiding strange things I took to dribbling, we took to dribbing down my front I starting running, I starting running on the spot ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
375,SOFKWOZ12AB018B51C,768659,M20,AR90Z4C1187B98A260,Meiway,288.62649,7,0.483,92.979,4,0.84,Aho,0,0,
376,SOQFLWF12AB017EF20,406415,The Spy Who Loved Me (Soundtrack),AR0PUK71187B9AC3C0,Marvin Hamlisch,201.45587,4,0.443,76.738,4,0.179,Anya,1977,0.548842618,
377,SOQHOZN12AC468B4BC,747166,"bLong Bout Midnight""""",AR6KK741187B98C9E9,Roy Brown,163.83955,9,0.086,157.875,4,0.488,"bRockin At Midnight""""",0,0.265861049,"Have you heard the news There's good rockin' at midnight Oh, I'm gonna hold my baby with all my might What a wonderful time we had that night Hey, hey, there's good rockin' at midnight ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
378,SONCVTJ12AB01797ED,481809,I Have Returned,ARROUEA1187FB4AA0F,Atom,207.28118,3,0.807,137.903,4,0.622,Know Thyself,0,0,
379,SOZSPRJ12A8C13EC7C,111654,La taberna del Buda,ARAIJG51187B9B97A4,Caf\xc3\xa9 Quijano,215.2224,2,0.53,98.185,4,0.76,En mis besos,2001,0.460484845,
380,SOUGRYN12A8AE4606C,138176,Who Is Mike Jones? Screwed & Chopped,AREBBGV1187FB523D2,Mike Jones,364.77342,2,0.512,142.729,4,0.811,Grandma (Screwed & Chopped Version),0,0,
381,SOYIGVH12A8C144B02,315020,Dora The Explorer,AR3KXHI1187FB3A8BF,Dora The Explorer,65.82812,0,0.884,120.206,1,0,Fairytale Land,0,0.460484845,INSTRUMENTAL
382,SOYSUZL12A6D4F9005,26319,The Very Best Of,AR37XMN1187B9AC408,Lighthouse Family,241.8673,2,0,90.703,3,0.652,Ocean Drive,1995,0.848616761,"Say it's true, pink and blue I can share your situation Been holding our, emotions back Will only make us cry If you go, I know, but you know It ain't so serious anyway When that clouds arrive we'll live on Ocean Drive Don't know why you're so blue Sun's gonna shine on everything you do And the sky is so blue ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
383,SOSYIEX12A58A7D0F7,64418,Petrafied! (Very Best Of Petra,AR2KSTE1187FB57A36,Petra,219.08853,4,0.901,131.634,4,0.567,More Power To Ya,0,0.561428518,
384,SOWOLDP12A8C132015,88446,Wrapped Up In A Five Pound Note,AREWYHV1241B9C696D,Dictafone,307.98322,2,0.712,101.375,3,0.799,Distractions,0,0,
385,SOGBEWD12A8C1427C8,475640,Phi,AR0VR1O1187B9A0F1F,Truckfighters,270.44526,11,0.234,148.363,4,0.657,Traffic,2007,0.576315292,
386,SOBRZQM12A6D4F6896,111872,Getting Ready... (World),ARRT66G1187FB3DDF9,Freddie King,263.65342,7,0.535,148.627,3,0.45,Five Long Years,1971,0.526837034,"Lord, have you ever been mistreated Then you got to, you got to know just what I'm talking About Yes, have you ever been mistreated Then you got to, you got to know just what I'm talking About Lord I work five long years for one woman, and she had The nerve to kick me out I got a job at a steel mill, I'm shucking steel just Like a slave Five long years, every Friday y'all I went straight Home yeah, I went straight home Mistreated Then you got to, you got to know just what I'm talking About Lord I work five long years for one woman, and she had The nerve to kick me out Lord but I finally learned a lesson, I should have ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
387,SOUOMRB12AB017EBE9,632807,Beyond the Permafrost,ARH8B5X1187FB3B6C0,Skeletonwitch,252.08118,4,0.014,206.936,4,0,Within My Blood,2004,0.725318691,Mind of chaos sorrow This within my blood Life of sickness evil This within my blood Cannot see what lies ahead When moon is gone and the son is dead ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
388,SOPBAMQ12A8C13A815,257997,Lo Mejor De Roberto Torres / Vol. II,AR6YDKV1187B989230,Roberto Torres,276.00934,5,0.844,161.345,4,0.892,Decima Del Tiempo De Antes,0,0,
389,SOZCWXS12AB018514C,571600,Is This Room Getting Smaller?,AREW7CO1187B9A1B0D,Onesidezero,281.12934,6,0.332,151.746,1,0.261,Eight (Album Version),2001,0.445454525,"Secrets out unfold Whispered words be warned Falling into one It's you I still believe  Felt, so alive Wish I could hold It's already full So phase me out of your life It's all, it's all, it's already full  Treat the son our own Haven't seen him grow Held the hand we lost It's you I can't recall ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
390,SORBCPH12A67ADD062,17131,Right On!,ARHWO3N1187B98F196,Eugene McDaniels,213.15873,7,0.654,136.492,4,0,Headless Heroes (LP Version),0,0.53878588,"Rrr, sabor! Oye como va mi ritmo Bueno pa' gozar, mulata ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
391,SOYNTSK12AB0184C2F,717822,Cameo Parkway 1957-1967,ARZE0AG1187FB5BF61,The Five Stairsteps,165.74649,10,0.71,93.847,4,0,"bDanger! Shes A Stranger""""",2005,0,"I'm only human Of flesh and blood I'm made Ooh, human Born to make mistakes  If five boys in the house say it loud If five boys in the house check it out Come on, baby, dry your eyes, wipe your tears Never like to see you cry, please forgive me  I wouldn't ever try to hurt you I just needed someone to hold me To fill the void while you were gone To fill this space of emptiness  I'm only human Of flesh and blood I'm made Ooh, human Born to make mistakes  If five boys in the house say it loud If five boys in the house check it out ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
392,SOSECUN12A8C13E654,304239,"bBody Snatchers""""",ARRXG5Y1187B9AA016,G Unit ft. 50 Cent_ Lloyd Banks & Tony Yayo,202.10893,10,0.532,94.918,4,0.883,Rider 4 Real,0,0.253834736,
393,SOKETYB12AB018308E,553590,The World Of Tammy Wynette,ARM5JLS1187FB3615,Tammy Wynette,148.00934,9,0.842,76.907,4,0.787,It Is No Secret (What God Can Do),0,0,The chimes of time ring out the news another day is through Someone slipped and fell was that someone you ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
394,SOVJJGU12AB0186C4F,547353,Elf Titled,ARROLGK1187FB5738D,The Advantage,99.00363,6,0.756,184.283,4,0.187,Ducktails - Moon,0,0.514298331,
395,SOETRAW12AB0180F0E,621397,Animals or Human,AR19JS91187B98CB66,Captain Hollywood Project,338.36363,7,0.462,150.014,4,0,The Way Love Is,1995,0.334706549,"She was still sleeping, the problem will stay One more day Said she's not sorry the wind blows her way Accidents happen, there's one planned today Oh you see I wish it was not true but that's the way it is ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
396,SOZCHRE12A8C1404A4,521730,Masters Of Darkness - The Best Early Rave & Hardcore,ARCQQ3S1187B9A6D98,DJ Primo,243.06893,2,0.099,201.532,5,0.628,Give It All You Got,0,0,
397,SOJATJX12A6D4F6E77,24732,Tomorrow,ARB3YS71187FB4E54E,Tomorrow,146.57261,7,0.497,127.188,1,0,Shy Boy (1999 Digital Remaster),0,0.215080319,His hair is never right His acne looks a sight The clothes he buys don't fit tight Everybody puts him down And calls him shy boy  The girl he's always known Lives just across the road And she thinks he's super Her whole world is the little shy boy  Shy-hy-hy-hy boy Shy-hy-hy-hy boy  She is very thin ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
398,SOEGJRT12A6D4FCD65,64190,Stealth,AR035N21187FB3938E,BT,214.54322,2,0.245,150.082,4,0.916,Henrys Death,2005,0.327736683,
399,SOWYBEG12A6D4F9142,53832,Two Brothers,ARI2JSK1187FB496EF,Nick Ingman,110.15791,2,0.753,133.369,4,0.497,Kumal & Sangha,0,0.233601929,
400,SOYCRXU12AB0180B86,489541,Kathy Troccoli,ARH3TXI1187FB3A486,Kathy Troccoli,251.29751,7,0.626,79.744,4,0.425,Never My Love,1994,0,You ask me if there'll come a time When I grow tired of you Never my love Never my love  You wonder if this heart of mine Will lose its desire for you Never my love ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
401,SOSTWHL12A6D4FD2A9,127411,Agnen: A Journey Through The Dark,AR7U5BZ1187B997FFC,Keep Of Kalessin,340.4273,5,0.092,127.585,4,0.552,As Mist Lay Silent Beneath,1999,0.480238748,"A lifegiving sun lies low beyond A mighty citadel  A general greets his army of light's devoted men ""Warriors hold tight the darkness is upon us tonight""  No courage rose up among the hearts of warriors to fight against the fear... the death ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
402,SOEOSKZ12AC392B55,822031,The Ghost Dub-Dime Mixtape,ARYGXKQ11E2835CE3,Styles P,229.14567,3,0.489,98.299,4,0.803,Back On My New S*** (feat. Tre Williams),0,0.240040556,
403,SOBAENB12AB017BFD8,388277,Arriba!,AR1N6N61187FB4E25E,Mongo Santamaria,198.5824,5,0.5,142.198,1,0,Eres Tu,0,0.27354544,
404,SOSPTBA12A81C23A03,204047,Segundo,AR7DFJP1187B992F13,Juana Molina,401.65832,1,0.866,124.754,4,0.421,El Perro,2003,0.649989756,
405,SOLDTNU12A58A7A231,95340,I Put a Spell on You: The Best Of,ARWVOHH1187FB5974,"bScreamin Jay Hawkins""""",301.13914,10,0.605,116.01,3,0.918,"bWhats Gonna Happen On the 8th Day""""",1996,0.582918458,
406,SOBPRCW12AB0186D3E,769747,Below & Beyond,ARJJRZ41187FB4C856,Floor,117.02812,4,0.446,156.179,4,0,Assassin,2002,0.515357179,
407,SORQSRN12AB018102E,463023,ISM,ARJNQM51187FB54C55,Smut Peddlers,167.60118,11,0.568,116.638,4,0,Playstation Generation,0,0.340922756,I tell you man I ain't no jiver I never saw an episode of Survivor Is there any hope for me In global corporate society? Top ten bullshit radio Tells you to like Slim Shady-o You're a victim of a media blitz Sucking on electronic tits ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
408,SOPWPTN12A58A7CBAF,227292,Not Lonesome Anymore,ARKN6PC1187B98A4D0,The California Cajun Orchestra,172.48608,7,0.335,201.578,4,0,Lake Charles Two-Step,0,0.367154445,
409,SOHGJKE12AB0181C65,339485,Get Your Head Stuck On Your Neck,AREDL271187FB40F44,Soul Mekanik,447.08526,7,0.677,125.584,4,0.516,Get Your Head Stuck On Your Neck,0,0,
410,SOHXEZL12AB0185E35,455837,Electric Rendezvous,ARVJVFF1187B9B40D6,Al DiMeola,231.00036,2,0.37,141.508,4,0,God Bird Change,1982,0.471578248,
411,SOMXGSM12A8C130A2C,192588,Alex Loves...,ARCEEC91187B9AC4F,"bAlexander ONeal""""",267.25832,9,0.492,109.991,4,0.791,Unbreak My Heart,2008,0.460484845,
412,SOKJUOW12AB0181545,358013,Trasmazonia,ARK8EHO1187B9B71D1,Shamen,600.37179,4,0.287,83.497,3,1,Transamazonia (Deep Dish No Doze Mix),1995,0.265861049,
413,SOQBWFW12A8C139512,160831,Bach in Brazil,ARG5OIV1187B99329D,Camerata Brasil,282.3571,5,0.247,179.803,4,0,Italian Concerto in F_ BWV 971 - Allegro,0,0.205174901,
414,SOTUDGH12A8C13FED6,311115,Rise,ARALEAC1187B9902A8,Rubyhorse,266.03057,7,0.143,129.909,4,0.138,Evergreen,2002,0.43965466,"Daddy's little racer in her brand new car Top down for the weather and the sons of stars Summer's soon Surrender Eyes of blue And time enough to shine  So come on, come on You don't know it But you're coming right along ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
415,SOCHBZX12A8C141F2,499661,Get the Led Out - Led Zeppelin Salute,ARNPPTH1187B9AD429,Jimmy Page,157.02159,2,0.471,184.456,4,0.28,Wailing Sounds,2004,0.499445835,
416,SOVXFJX12A81C2387,230740,LAViSH,ARWJEOP1187B996538,Soul Ballet,462.07955,4,0.279,101.006,4,0.95,Tuscan Chica,2007,0.609043943,
417,SOOYKEK12A8C13B1DD,299387,"bThe Preachers Son""""",ARRJ3UC1187FB579D7,Wyclef Jean featuring Prodigy of Mobb Deep,237.50485,2,0.77,196.04,3,0.629,Rebel Music,2003,0.439202489,"The preacher's son with the rebel music Rebel music, put the peace sign up now Rebel music, all my gangs put the peace sign up now Rebel music, everywhere put the peace sign up now Rebel music, hold on, listen Tell the DJ turn the music up Gangsters in the club, everybody thugs Me I play the walk, sipping on the Guinness 'Cuz in reality we are the same and it's Just society they wanna see me Flesh on the concrete, sold a perfect story The mystery is waking up in misery The music industry brainwash celebrities Girls sleep sexy, they wake up with a monster Have no idea that their face was a piranha Word from the wise I can see through the fog Reason why they rob 'cuz they got no job But I woke up in the mornin', sexy, yawnin' Feel like it's gonna be a good day No war on the street, no way today Everybody kick back like a holiday, aight You shine, I shine and The whole world looking like a gold mine You get yours and I'll get mine ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
418,SOIUVCM12AB0186D78,706252,Living In A Dream,ARWV0Q11187FB4CDCE,Arc Angels,320.31302,2,0.293,120.032,4,1,Crave and Wonder,0,0.265861049,
419,SODIPHG12A58A7BEA6,639381,"bWeh Dem A Go Do...Cant Stop Cocoa Tea""""",AR6EVQA1187B9AA1DF,Cocoa Tea,162.35057,1,0.625,146.474,4,1,"bCant Stop Cocoa Tea""""",1991,0.212045405,
420,SOCIKSS12AB01841A8,641823,Merry Christmas Baby,AR5ZY7R1187B996302,The Continentals,179.06893,5,0.78,111.199,3,1,Merry Christmas Baby,0,0.302724051,
421,SOJIGTT12A6D4FC3BA,176450,Bite Down Hard,ARK2P961187B9AD524,Britny Fox,285.02159,11,0.967,149.01,4,0.172,Over And Out [Album Version],1991,0.48456253,"B. Childs, T. Paris  Take an open road I've come to see you again Was time to leave it all behind us  Travelin' across the sky Chasin' one more endless night To another place in time where we all meet  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
422,SOKEKSF12AAF3B3977,323603,Kongmanivong,ARRTJ3W1187B993212,Power Pill Fist,291.42159,5,0.624,138.387,3,0.951,Chuckanut Drive,2008,0.401486711,
423,SOKELXZ12A8C13B501,807577,Your Blood_ My Vendetta,ARKOETA1187FB36CA,Year of Desolation,337.76281,1,0.247,223.323,7,0.847,The Legend of Yellow Boobie,2005,0,
424,SORIHQQ12AB0181B67,358221,"bJAime Pas LAmour""""",ARJW7KB1187FB47C36,Olivia Ruiz,230.24281,8,0.701,104,4,0.953,Enerv\xc3\xa9,2004,0.471578248,
425,SORSXYJ12AB01882C9,415212,Folie \xc3\xa0 Deux,ARSG7NQ1187FB57482,Fall Out Boy,275.3824,4,0.292,155.038,4,0.228,"b(Coffees For Closers)""""",2008,0.685642424,"I comb the crowd and pick you out My mouth moves too fast for you to figure it out It starts eyes closed to fingers crossed ""To I swear, I say"" ""To I swear, I say""  To hands between legs, to ""whatever it takes"" To drinks at the club to the bar To the keys to your car To hotel stairs, to the emergency exit door, no  To the love, I left my conscience pressed Between the pages of the Bible in the drawer ""What did it ever do for me?"" I say It never calls me when I'm down  Love never wanted me but I took it anyway  Put your ear to the speaker And choose love or sympathy ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
426,SOAVRJE12A58A798CE,532273,Cores_ Nomes,AR9JNFU1187B9B9868,Gal Costa,242.9122,5,0.677,145.099,7,0.68,Meu Bem Meu Mal (Mi Bien Mi Mal),0,0.454192988,"Você é meu caminho Meu vinho, meu vício Desde o início estava você Meu bálsamo benigno Meu signo, meu guru Porto seguro onde eu voltei ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
427,SOCAMQU12AB0182111,420045,Dirt Low,ARW90Y31187B98FC7C,Pinchers,229.01506,11,0.165,92.01,4,0.769,"bDont Do That""""",0,0,
428,SOUVHAM12A6D4FA42A,65697,White Pony,ARXSABJ1187FB3C336,Deftones,203.59791,7,0.332,178.339,5,0.996,Korea (LP Version),2000,0.715502169,I taste you much better Off teeth taste Of white skin on red leather Check the claws we got  Night time! Cavity! To come in! Downtown! Pony! Work your pitch!  I came to in feathers Like leaves taste ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
429,SOSEVUC12A8C145671,321603,Angels & Outlaws,ARBZHTB1187FB3A725,Aaron Watson,170.84036,7,0.863,138.471,4,0.251,Thats What I Like About a Country Song,2008,0.345802234,"I heard someone out poking fun At the ol' country boy and the songs that he sung Still cracking jokes he sarcastically implied Let me guess your girls gone and your dog just died, and I said hey...  Chorus: That's what I like about a country song where somebody done somebody wrong Not just something that is understood, by those high rollers in Hollywood It's about real folks living a real life with real problems, like and old ex wife ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
430,SOXQVRI12A6D4F8E28,46559,MTA2-Baptized In Dirty Water,AREMPZY1187B9B8FF3,David Banner / Sky / Marcus,253.67465,7,0.739,87.033,4,0.864,The Christmas Song,0,0.215080319,Chestnuts roasting on an open fire Jack Frost nipping at your nose Yuletide carols being sung by a choir And folks dressed up like Eskimos  Everybody knows a turkey and some mistletoe Will help to make the season bright And tiny tots with their eyes all aglow Will find it hard to sleep tonight  They know that Santa is on his way ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
431,SONRSKV12AB018B6A1,586680,Oh What A Woman,ARE9SYU1187B9B9838,Jerry Reed,135.18322,5,0.205,121.371,4,0,Woman Shy,1967,0.375984302,You say you ain't never met a man quite like me And you gonna love me for the rest of your life You even talkin' bout startin' a family Settlin' down and becomin' my little wife  Well I've been fed that line before And I can't digest that kinda talk anymore You guessed it honey I'm tellin' you bye bye bye Cause I'm just a little bit woman shy  The last three women I cared anything about They all lied to me and told me the same old thing ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
432,SOGYRUP12AB017FB4C,455287,"bIf You Love These Blues_ Playem As You Please""""",ARFONSP11F50C4D175,Michael Bloomfield,137.69098,7,0.201,121.218,4,0.89,Have Thine Own Way,0,0,
433,SOFAICL12AB018F914,816512,X-Filez V.3: The Madman Era,AR32JLC1187B9946AF,X-Raided featuring Teddy Bear_ Big Pook_ T-Nutty,260.44036,5,0.389,130.421,5,0.441,Thug Love,0,0,
434,SOIHMRM12A6D4F89CC,47389,Out Of Business,ARSQDUN1187B98D7D7,EPMD,196.91057,1,0.589,200.265,4,1,Check 1_2,1999,0.433005077,"[erick sermon] Epmd. def jam. blazin.  Check it, uh-huh, yo It's e-dub on the microphone My style be elektra, I'm the male syl rhome Homes, walk around with forty-four chrome On safety, spike the mic in the endzone This here ain't the average shit, you used to Front, and automatic rounds, will shoot you So knock it off, like biggie smalls said duke you soft Why you wanna fuck with the boss?  [parrish smith] Where should I start? breakin mc's or shatterin charts? It's diablo, pmd mic doc with the purple heart The go-getter, getter, get wit 'er, hit 'er-split 'er Front and back, and if she wit it, straight in the shitter So heidi heidi heidi hydro, pack gats and ammo +funky piano+, van like the fuckin? tano? With more cheese than lambeau, more heat than rambo Break down dismantle when I scramble  Chorus: erick sermon (parrish smith) *repeat 2x* ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
435,SOQERJP12A8C14130F,610646,Where You Are,ARGA5RF1187FB5C7E,Socialburn,241.84118,9,0.777,91.231,4,1,Everyone (LP Version),2003,0.523166108,"How was I to know you'd ever leave? And how was I to know you cared for me? When every time I looked at you You acted like I was a fool How was I to know the truth?  With all the times you ran away I never thought that you would say ""I'm the one who's lonely now"" And all the times I never said, ""I love you"" Now you're in the bed with somebody and everyone else  How was I to know that I was wrong? When I was talking during your favorite song And how was I to know that I was right? When I caught you in your lies the other night  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
436,SORSEYK12AB01870D6,681216,Country In My Pillow,AR91GW21187FB4F642,Roger Miller,133.27628,11,0.742,37.965,4,0,My Pillow,0,0.500015498,"Pillow you're catching my tears again, Why can't these lonely nights come to an end, I once loved someone, but now she is gone, Oh why must I cry on and on.  Pillow you're catching all of my blues, ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
437,SOAFQZW12A58A77CA5,459869,Latin Spirits,ARYFXQ21187FB4DAEF,Poncho Sanchez,427.07546,1,0.2,213.718,5,0.129,Ju Ju,2001,0,
438,SOLLXZJ12A6D4F96B0,30216,"bA Fever You Cant Sweat Out""""",ARL6FF81187FB5A916,Panic! At The Disco,210.25914,7,0.692,167.011,4,0,I Constantly Thank God For Esteban (Album Version),2005,0.727889463,"Give us this day our daily dose of faux affliction Forgive our sins Forged at the pulpit with forked tongues selling faux sermons Because I am a new wave gospel sharp, and you'll be thy witness So gentlemen, if you're gonna preach For God sakes, preach with conviction!  Strike up the band! Whoa! The conductor is beckoning Come congregation, and let's sing it like you mean it No, don't you get it don't you get it? Now don't you move  Strike up the band! Whoa! The conductor is beckoning Come congregation, and let's sing it like you mean it No, don't you get it don't you get it? Now don't you... move  Just stay where I can see you Douse the lights! We sure are in for a show tonight ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
439,SOHCSLO12A8C14171E,174801,Birmingham Jubilee Singers Vol. 2 (1927-1930),ARJSGPI1241B9C8855,Birmingham Jubilee Singers,188.3424,11,0.387,108.049,1,0,Queen Street Rag (144826),0,0,
440,SOBUPHJ12A58A7C7F8,64628,Jerusalem Homecoming,ARBB58Y1187B9B621,Bill & Gloria Gaither,290.06322,2,0.711,152.606,3,0.717,I Walked Today Where Jesus Walked,0,0.274458635,
441,SOKRMXG12A8C13AB54,105865,Artificial Intelligence,ARUI8651187B9ACF52,John Cale,307.22567,7,0.827,134.258,4,0.938,Song Of The Valley,1985,0.376279502,I roamed the world for love and glory Full-time ambassador of mirth I never thought that I'd be sorry To squander most of my true worth  The sun beats down on the valley The waves crash on the shore I was a soldier of the alley I cannot fight there anymore  So now I just wait for the hour Lips parted like a kiss I just assume there is a power Who can deliver me from this  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
442,SOVPJZV12A6D4F9D73,36663,The Spanish Guitar - The Top 10,ARIZLHQ1187B9A18C4,Eduardo Fernandez,120.89424,4,0.689,127.949,1,0,Estudio,0,0,
443,SOHWCBC12A6D4F7596,600392,The Very Best of Nestor Torres,ARXJSHW1187B9A2A52,Nestor Torres,201.482,5,0.241,122.985,1,0,Spanish Grease,0,0.268306227,
444,SOFXTES12AB01831D1,346342,Songs - The Sun is here for you,ARGAWJY11F50C50904,Jane Winther,278.83057,7,0.037,90.556,1,0.371,The Sun is here for you,0,0,
445,SOHBIKM12AB01840AF,409210,La petite boite en fer,AROJVWY1187B9A826C,Mademoiselle Sane,173.13914,5,0.329,121.797,5,0.315,Cabaret,2007,0,
446,SOBYAAS12A8C1442B1,614873,Unity,ARNSTES1187FB4FC9,Shinehead,242.6771,10,0.577,151.255,1,0,Golden Touch (LP Version),1988,0,"Golden Touch Happens everytime your lips touch mine There's a feeling that's so divine There's a magic in you  Golden touch I wasn't very strong til you came along You made me realize that by your side is where I belong  Golden Touch There's a kind of magic in the air Whenever you are near I get butterflies everytime your eyes meet mine You opened up so many doors And I was so very, very inscecure You made me see the light ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
447,SOZWMDF12AB018317A,505071,There Can Be Only None,AR2F0FX1187B9A9ECE,TAKARU,128.33914,11,0.282,121.549,4,0,Idnnitkhtr,2004,0.523003703,
448,SOBCBQB12A8AE47374,279851,Looking Back,ARJ9DSA1187B990E00,John Mayall & The Bluesbreakers,157.20444,0,0.641,131.198,1,0.173,Looking Back,1997,0.655250822,
449,SOESALW12A6D4F7BBD,26357,The Artist In The Ambulance,ARIMZQZ1187B9AD541,Thrice,201.58649,7,0.663,182.977,4,0.472,"bAll Thats Left""""",2003,0.896789016,"One day the dreamers died within us When all our answers never came We hid the truth beneath our skin but Our shadows never looked the same  A ghost is all that's left Of everything we swore we never would forget We tried to bleed the sickness But we drained our hearts instead We are, we are the dead  And when we couldn't stop the bleeding We held our hearts over the flame We couldn't help but call it treason And after that we couldn't fill our frames ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
450,SOIKTUX12A6D4F3E39,22404,Orphan,AR5T4YC1187FB5915E,"bDarwins Waiting Room""""",204.79955,4,0.535,104.972,4,0.976,Spent,2001,0.559472776,
451,SOZCCPL12AB017C957,440388,Mal de amores,ARMHR011187B9A62B5,El Barrio,306.31138,5,0.393,107.021,3,0.721,Al maestro,0,0.460484845,"Hoy no brillan las estrellas porque han visto tu carita y sienten celos de ella.(X2)  Amapolas que estáis en el campo, amapolas que estáis en el campo, ay amapola decidme porque la quiero tanto, tanto, tanto y tanto. Ay miénteme, tomate el tiempo que quiera y lo que haga a mis espaldas y a mis espaldas queda; engáñame y no me cambie la cara que dicen que la cara es el espejo del alma, engáñame prometo no hacerte preguntas dime solo si te quiere si es flamenquito y a ti te gusta; ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
452,SOXIIPZ12A8C13EDC0,217149,Everywhere At Once,AR0JPOG1187FB37383,Lyrics Born,233.32526,8,0.553,151.051,4,0.827,"bIs It The Skin Im In?""""",2008,0.38293509,
453,SOBBFPC12A8C142932,375063,Ultimate Cult Themes,ARMFXPI1187B99717E,The London Theatre Orchestra,159.21587,5,0.036,166.925,4,1,The Man From U.N.C.L.E.,0,0,
454,SOGSOTK12A6D4FA596,813528,Weekend Songs,AR3793X1187FB50CB3,Chris Rea,236.35546,3,0.645,110.1,4,0.964,Josephine (French Edit),2008,0.758410319,"There's rain on my window But I'm thinking of you Tears on my pillow But I will come through Josephine I'll send you all my love And every single step, I'll take I'll take for you  Josephine  I'll send you all my love, babe Josephine  I'll send you all my love, babe  Now there's a storm on my radar But I can still fly ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)"
455,SODXTQB12AB018A5C0,820294,European Monsoon,ARN4IYF1187FB49D76,Pagan Wanderer Lu,117.28934,0,0.665,140.247,4,0.608,Crustaceans As Castanets,0,0.299877488,
456,SODPYXE12A58A7AF97,248564,SWALK,AR78ZID1187B9B31ED,Mikey Dread,289.64526,5,0.561,137.746,4,0,Problems,0,0.379523324,
457,SOZOEUF12AB017E66A,635453,Panoramic,AR6OTKA1187B9B6697,32 Leaves,233.66485,11,0,137.951,3,0.667,Way Beyond,2009,0.662493161,Suddenly it all occurred to me Lost as I am There's breathing room On both sides me  So what if we beg to differ my friend? That dissolves away as fast as gravity will take me  Suddenly I came to be lost in my head A victim of anxiety  So what if I beg to differ my friend? Let's fall away as fast as gravity will take us there  Guide me way beyond this Way beyond this world Thought you would Guide me way beyond this ...  ******* This Lyrics is NOT for Commercial use ******* (1409617958758)
458,SOYJVQR12AB01835DE,641098,Message To The Other Side (Osirus Part 1),AR05OJD1187B9B99A6,"bOl Dirty Bastard""""",180.45342,7,0.165,90.473,4,0.539,Destiny Ft: Lesk One,0,0.386790177,
459,SOXWHQK12A67020E88,15420,"bA Decade Of Chicagos Finest""""",ARJDR071187B98CBB,Barbara Carr,147.66975,4,0.303,89.157,4,0.408,"bDont Knock Love""""",0,0.513189736,
460,SOMAYCY12A6D4F936C,36412,In Other Words,ARY1QJF1187B98EF3F,Kathleen Madigan,92.00281,7,0,87.392,1,0.632,Oprah (Album Version),2006,0.340857095,
461,SOCBGSL12A8C13747D,259066,Lullaby Renditions of The Beach Boys,ARLNMEP11C8A41519E,Rockabye Baby!,203.54567,11,0.926,74.619,1,0,You Still Believe in Me,0,0.355285536,
462,SOJPXOL12A58A793B9,174614,Odds & Evens,AR7AYQG1187B994B3F,Defari,178.72934,7,0.469,80.891,7,1,Xtra Thump (Featuring Tash from Tha Alkaholiks),2003,0,
463,SONMFZP12A8C14297C,314962,Dora The Explorer Dance Fiesta!,AR3KXHI1187FB3A8BF,Dora The Explorer,159.29424,11,0.518,105.019,4,1,Limbo Rock,2006,0.405115722,
